Customer_ID,Device_Age_Years,OS,Rooted,SIM_Age_Years,Phone_Vintage_Years,Device_Fingerprint
CUST_00000283,0.4,Android 14,False,0.7,1.2,a25a5bca70e82fb075dfc39a841c7b6a
CUST_00000284,0.2,iOS 17,False,4.6,0.8,b4c95c103df97dcbf0b8319929b72862
CUST_00000285,0.3,Android 14,False,1.6,3.8,716fc21ae548858056ae4a24dff4c1d8
CUST_00000286,0.5,iOS 16,False,6.4,0.5,f3f5e50301a9f90e75351b6dcfb2d7ba
CUST_00000287,2.0,Android 13,False,6.7,3.9,485d903525503f04a96879d08e0291ca
CUST_00000288,1.8,Android 14,False,2.1,2.5,10fc046fd229ed1ecddb63e74de3a542
CUST_00000289,0.8,iOS 16,False,4.5,1.1,d66b0a50be4ab0be4237e34fbf36556d
CUST_00000290,4.2,Android 14,False,9.5,5.0,8e5d98f9d0bfffd4393e5b960a6eae80
CUST_00000291,3.9,Android 13,True,5.7,4.5,f03fae8cb27c09df544bce1835eef7de
CUST_00000292,3.4,iOS 17,False,2.2,5.0,5c3463c35f53c39400df00098f1a3a0b
CUST_00000293,0.6,Android 13,False,6.6,4.7,f91879b1fbae79f90452417e302cce45
CUST_00000294,2.9,Android 14,False,8.7,6.9,bb2eae35f075660843f141b2345530c9
CUST_00000295,4.7,Android 13,False,4.1,5.3,00d2c7eff0fec4e0cbf639d0f4a22c1e
CUST_00000296,4.4,Android 12,False,8.0,5.8,43ea1cf4c051db756fd2faab8b929ce2
CUST_00000297,0.8,Android 11,False,0.2,1.3,724f09078f4b6bc5294b5a0fdc3e7870
CUST_00000298,2.2,Android 13,False,3.9,3.1,5215dca2c9d630191db7b86d8d689639
CUST_00000299,0.7,Android 14,False,0.8,2.9,f4a4adc57198b95fc02fa3aa54ba24be
CUST_00000300,2.1,Android 12,False,3.9,4.5,9bbfef01ebc81923539630f010a9855b
CUST_00000301,0.2,Android 13,False,3.5,3.6,59400d66e680aad8d5410bff9c048db3
CUST_00000302,2.3,Android 13,False,6.1,4.3,77fbcc6fed77232422a151cd704f9639
CUST_00000303,5.0,Android 11,False,0.3,5.2,427939cfa17da27fc9365247737370e8
CUST_00000304,4.2,Android 14,False,2.5,4.7,78a198d7e5509b110c5390911f0624bd
CUST_00000305,2.4,Android 14,False,1.1,6.6,fc3adfe06340f5a2fcef49f679c6c106
CUST_00000306,0.8,Android 14,False,8.0,2.4,2d2584dcd705cd6aba07019d5dac590c
CUST_00000307,3.3,Android 14,False,2.8,4.5,e27ab55568a9bfc064c16c052b89905d
CUST_00000308,1.2,Android 14,False,1.9,1.7,8338bf0d470de49d4b30b2f9083e4f04
CUST_00000309,0.7,Android 12,False,2.6,1.2,607fc75c4f52d990ae5167a485af4c28
CUST_00000310,3.2,Android 13,False,0.5,5.7,c5074e8a42fe00524a6b8f33a105ec43
CUST_00000311,3.6,iOS 17,False,8.9,4.4,f91cb606bbc1d4cd5483ba59d5f061a3
CUST_00000312,1.9,Android 14,False,8.4,4.5,ecb71bbc3a9932faf58c3f2af9deea11
CUST_00000313,1.6,Android 13,False,2.8,2.0,04b7cbab9c67934d68aae189f697a790
CUST_00000314,0.5,Android 13,False,6.3,4.8,1b5072fb7ead431bf9dac4fa4167d9e8
CUST_00000315,1.2,Android 13,False,8.6,1.6,277e0dc1815e2ba78ef28c320192aa8c
CUST_00000316,0.5,Android 14,False,6.1,0.7,33401e550eedb89bb25e36b7ec6cb3d6
CUST_00000317,1.8,Android 14,False,5.0,3.0,f055053ac3089852ccb36de4b829a6c1
CUST_00000318,2.1,Android 14,False,4.3,5.0,8fbc61609ed6eed83889ffec6a003fc0
CUST_00000319,1.0,Android 12,False,1.1,6.9,82a953a9c3e02c5b99f3e0f45e6141c2
CUST_00000320,0.3,Android 13,False,0.9,2.3,972d44b6b852d692bc8909a7b75ffd5b
CUST_00000321,0.7,Android 14,False,3.6,2.6,45e962eff52198b575366abd8285a535
CUST_00000322,0.7,Android 13,False,2.4,0.9,3ef618d7d90462980c890f10d42199dc
CUST_00000323,2.6,Android 10,False,3.3,4.7,5b576738f914b0639f7a3ce97118032b
CUST_00000324,4.7,Android 12,False,5.6,7.0,6a5ae16cc3cb4331e7799937195bddf8
CUST_00000325,0.5,Android 13,False,9.6,0.9,e27433ee6047a5b97009bf0b44497f22
CUST_00000326,1.0,Android 12,False,1.1,1.8,caf6455ea0965f6ca849925a373a01a7
CUST_00000327,1.9,Android 12,False,8.0,2.8,a39daaa45c014a013fcdfbdc8d709840
CUST_00000328,0.6,Android 14,False,9.9,3.1,b98db2e42bd451421a6778f1a9f0d5dc
CUST_00000329,3.2,Android 13,False,6.3,6.0,604423a6927d7fbfaeebe6aec373f598
CUST_00000330,1.1,Android 12,False,7.8,1.3,e691cd2e212d88604630e23ccf38c9a2
CUST_00000331,0.7,Android 14,False,3.7,2.5,2032611c248934c3fa5db2e6f4c0921b
CUST_00000332,1.3,iOS 17,False,4.0,4.1,38e9eb94f08669c2d5bcb88660fac421
CUST_00000333,3.6,Android 13,False,5.0,3.9,fa925f955b1f78095d17d2a0c45689ce
CUST_00000334,1.8,Android 11,False,1.3,1.9,de9d0aa0ac0cc2adcbf02a0f35bf1f18
CUST_00000335,5.4,Android 13,False,8.1,6.2,037bf5af439d75891b3a5ee713576b41
CUST_00000336,0.5,Android 14,False,1.8,1.0,9e3feea3319c124edfb6f1bfef961d7f
CUST_00000337,4.4,Android 14,False,8.2,6.8,69b57a5a41924bf6a6df40642801e771
CUST_00000338,3.2,Android 11,False,6.1,6.5,0df0cd24002b370f8c03aa05b8b8ca76
CUST_00000339,1.6,Android 14,False,1.5,3.8,be3f78558617dce11a2d406ca4ae6976
CUST_00000340,0.2,Android 14,False,9.6,0.7,2152df08b91851df85879244d9650984
CUST_00000341,1.1,iOS 16,False,5.1,3.3,53ea8c3a225af4b59f46cb3c41e3d44f
CUST_00000342,1.1,Android 14,False,6.2,4.7,c78a2459143a1342869a34373da6fe0e
CUST_00000343,0.7,Android 14,False,4.7,0.9,67c6f5cc48c1ccca503bdf71c44e5945
CUST_00000344,0.7,iOS 15,False,9.8,0.9,666370e247a5f3cdfb11a583aeebb63e
CUST_00000345,0.5,Android 14,False,1.1,1.3,eddc71255b4d16c52889c8fd277e7b50
CUST_00000346,3.8,Android 14,False,8.2,3.8,ea286586cc19c02d9983d335c94c88fd
CUST_00000347,2.5,Android 14,False,4.3,4.6,1412857e522f58d58d63f66c171c3880
CUST_00000348,0.7,Android 10,False,3.7,3.4,c2e08bff2afef1375d4a058c7bf18a4f
CUST_00000349,4.1,Android 11,False,0.2,5.3,8254530e8214c5c0256b4717fb75b0f6
CUST_00000350,0.2,Android 13,False,7.6,0.6,50bf5b2c9b14c32de89a4323769bf9e4
CUST_00000351,0.1,Android 13,False,2.5,1.9,00f9e441e83b1aaf908762bc39a93bc0
CUST_00000352,3.3,Android 11,False,1.2,6.7,371b1808d68f16c6d909d32fb302d2e1
CUST_00000353,0.7,Android 13,False,4.9,6.0,a9772ffc131161b68d66a35c544706e8
CUST_00000354,2.6,Android 14,False,3.8,5.3,09b2463bda91e220acf60084c3b91c9a
CUST_00000355,5.0,Android 13,False,9.6,5.6,e9ccbb000330bf44b44fbeb1dd04a6d0
CUST_00000356,2.2,Android 14,False,2.6,5.0,10d736d431432158002d3582c0c9b111
CUST_00000357,3.0,Android 14,False,6.4,6.4,03087c132142915df17e4c90b6979cda
CUST_00000358,2.9,Android 10,False,0.8,4.6,a73f363264c0d6b86bb234445b8e8dcc
CUST_00000359,2.8,Android 14,False,6.8,5.3,7e49607478c0bca6be1f96f927a1de49
CUST_00000360,0.5,Android 14,True,0.8,5.2,c26ccdf11d71d208210ab76594a41024
CUST_00000361,1.9,iOS 17,False,3.0,5.3,c1b984fd2558072a1d4f96c77658cad6
CUST_00000362,1.0,Android 12,False,1.8,4.8,bfdc2efcaba89c947a140a6b906e2365
CUST_00000363,1.5,Android 12,False,0.3,5.5,e70f3accf6f1f81ca51bf49c21ebd4bc
CUST_00000364,1.9,iOS 16,False,6.3,2.4,b049c0e0a64f8a59a78d5b9a5dd1b26f
CUST_00000365,0.8,Android 14,False,7.8,1.3,676f51360706e0682b21c3b2fe67249e
CUST_00000366,0.8,Android 13,False,8.0,0.8,454f1cd62f8131f63e38cb5b72f9abb1
CUST_00000367,2.6,iOS 16,False,7.5,4.4,60b8e13f6f4f1866b76860049c1ff7c2
CUST_00000368,0.5,Android 12,False,9.3,1.3,d5a8b12727e0282d2eb9246f2dfc1e9a
CUST_00000369,1.5,Android 13,False,6.2,3.3,12cee0530963949321243cc4c1269238
CUST_00000370,0.3,Android 14,False,8.9,1.3,c814ce437430c13c08280f3fd5caff7e
CUST_00000371,5.0,Android 14,False,8.5,5.8,59c3b76312667bc12de0c1db465aa51a
CUST_00000372,2.5,Android 14,False,8.4,5.4,c02bdbafe830084d07f516f677f1825b
CUST_00000373,0.9,Android 12,False,5.5,4.8,b1a2c51642139d13b1b0cecdba910bc6
CUST_00000374,0.2,iOS 17,False,1.4,0.8,c4d5df102e4bdf39bf8235e4c6608446
CUST_00000375,1.0,Android 11,False,8.4,1.9,f3c7761227a4fadb1f90b3ea3bf028e2
CUST_00000376,2.2,Android 13,False,3.0,4.3,a10011557be679b74d80ae10f8a9faef
CUST_00000377,4.0,Android 12,False,7.6,6.2,d6bae26da2e421ca27c43aaeb9671809
CUST_00000378,0.2,Android 13,False,7.3,0.6,fbda9fde767a329d97cc674853ca4292
CUST_00000379,2.5,Android 14,False,2.1,3.1,8a0ed060cf42bcd85d9cd5b8c1f75722
CUST_00000380,0.9,Android 12,False,3.6,4.5,1f650e15e1c1f29a62270a1c4a0fdc21
CUST_00000381,0.4,Android 13,False,0.4,0.5,03cdf436e1a99adb1a08590b38d639e2
CUST_00000382,2.5,Android 14,False,3.3,6.7,20bdbec489bac438b7625a5df8d75ad0
CUST_00000383,6.2,Android 14,False,3.7,6.2,c04598472c2bfeb1a4c82a254d023e44
CUST_00000384,3.8,Android 12,False,4.0,6.3,95f4bdf0e5fd4ec95a25a16c84c5725a
CUST_00000385,0.3,Android 12,False,3.6,0.5,fdc4bd03b1e9baca6bd17daa863e89ff
CUST_00000386,2.1,Android 14,False,6.5,4.3,bfb7982e37422ba418ad3657152a6742
CUST_00000387,2.3,Android 13,False,6.1,4.1,b4899cfbea02dc899606b8f360fdeef8
CUST_00000388,1.9,Android 11,False,5.0,2.3,518dc946dc6e5a9eada0c1e15f68fc66
CUST_00000389,2.1,Android 14,False,7.1,2.7,30f364f723109653b32ca4c9666d4114
CUST_00000390,0.6,Android 13,False,3.3,3.4,497a1f00be71fe496bf49eeecf13d0e7
CUST_00000391,1.2,Android 14,False,7.4,1.9,f8176763b5efbbf894d7a5c4ed4e4833
CUST_00000392,2.0,iOS 17,False,6.4,4.7,1959e0d25dfe205db0f5174e64783480
CUST_00000393,2.7,Android 14,False,3.9,3.2,f52abea43fd389cb0729cbdd54d51da0
CUST_00000394,0.7,Android 13,True,3.4,1.7,2e4ca2457ae6a594716083e8a9036a3f
CUST_00000395,1.7,Android 14,False,5.2,5.9,7ad407f43b34b01c9d498d3376942506
CUST_00000396,1.0,iOS 17,False,8.7,2.2,602d2bca79210da757dec7d901fa8bc3
CUST_00000397,2.7,Android 14,False,4.9,5.7,2be7419d3823dd9f9db44ea5f39ea8d2
CUST_00000398,2.6,Android 14,False,4.4,5.2,c3b0055867ee32a28cba7d6bab3da235
CUST_00000399,1.0,Android 12,False,1.4,1.5,433bc564592d6abe0bc9af229623f320
CUST_00000400,0.6,Android 12,False,0.7,6.7,e018844b7852f69f81073b641cce232c
CUST_00000401,1.9,Android 14,False,2.6,2.1,f0d9bcef2ca0fe870e87171779be2a9e
CUST_00000402,2.7,Android 12,False,0.7,3.4,7c2a9040067483290c065aa17452fa42
CUST_00000403,0.8,Android 14,False,1.5,0.9,04701dacca81a1c331ac4536421af5d6
CUST_00000404,2.5,Android 13,False,0.3,2.8,9064cb863936d76657f43e3915a5973f
CUST_00000405,3.8,iOS 16,False,0.6,4.1,e20e6adbab7028a76253d6cb8ee642d4
CUST_00000406,5.2,Android 14,False,2.6,5.3,a488ff85134894c9234f7b70b1569082
CUST_00000407,2.0,Android 14,False,9.7,4.2,0dd069ee41b9ff3877e2b50e631e80d8
CUST_00000408,0.3,Android 14,False,2.3,1.2,bad66ba9b5106084499da1e8fecd8811
CUST_00000409,2.2,Android 11,False,1.2,4.1,a81f45d6c906c93ef8d5919a6ce720f8
CUST_00000410,0.7,Android 12,False,5.5,0.9,9cde5adaa7eb583cb4731455e2f88a33
CUST_00000411,0.7,Android 13,False,9.5,3.7,937092d6817317c5fb40679ba78d47bd
CUST_00000412,1.5,Android 12,False,6.5,3.5,a73f98086129b5bf0e463fcfc81e358d
CUST_00000413,3.1,Android 14,False,4.6,3.8,d59e263b2cb723ed5b2e5fb9e7bc121e
CUST_00000414,0.5,Android 12,False,1.7,1.8,f41d915d12135a044ff1a5b0585ae421
CUST_00000415,0.9,Android 12,False,8.8,3.9,3da1925f320f5b5f830287c3d05697a9
CUST_00000416,1.0,Android 11,False,9.9,2.1,6f2efab5919b80c3aa332f669062e5bd
CUST_00000417,0.5,Android 14,False,9.1,0.9,3696405be070df229a8f9cd7036bb981
CUST_00000418,0.8,Android 13,False,8.2,1.2,75e320578d72dba5bde17526b60c8f88
CUST_00000419,1.5,Android 12,False,5.3,6.8,bc4ba4f1f31106c3630a4dfaf868ee19
CUST_00000420,2.8,Android 12,False,8.0,4.3,7205544c8b88bf8d96d5d6d70bc5d6f2
CUST_00000421,0.7,iOS 17,False,7.0,4.0,ae3a1aa4a34d9e8ee6f217aba30c389d
CUST_00000422,5.5,Android 14,False,2.8,6.1,2f2d930faedf3b45e997e61e7e43a355
CUST_00000423,0.4,Android 14,False,9.0,1.8,676c0200b7841c02d3cabf02d94f85f0
CUST_00000424,2.1,Android 14,False,0.9,3.4,6c383ec0ee9ec7bda4ba9d312d43737f
CUST_00000425,3.7,Android 11,False,4.2,3.8,4e8fe96e9b2b812cb30896ed8cb8efa3
CUST_00000426,0.8,Android 12,False,8.8,4.6,7dba6cd58808aa831af2e8436986f2e3
CUST_00000427,0.4,Android 14,False,5.3,0.6,5f6bc1e32b67cff63a7cf89b92fe69cf
CUST_00000428,0.8,Android 10,False,2.0,1.0,525b0ae9006096a879e38438db6cd30b
CUST_00000429,2.9,Android 11,False,3.2,4.0,2a8f98b6a6da3bef23cc53141c6bb6df
CUST_00000430,1.3,Android 11,False,5.0,3.5,fe667ed83e898fe2fbc64b09808f6455
CUST_00000431,1.2,Android 14,False,8.3,1.6,707bd97777e224771a6c3a778f32c45c
CUST_00000432,0.6,Android 14,False,4.6,1.4,e1201ea536b2aad5fb615c0e97107d38
CUST_00000433,1.7,Android 12,False,8.4,4.5,c70584893161efe058962d89d469a106
CUST_00000434,0.7,iOS 16,False,6.8,4.6,0732a2b3df4bdd1c03f2412e6d1ba8d8
CUST_00000435,0.3,Android 12,False,8.6,1.0,4a84d2a4bb5d27d2a0f398a892d2904b
CUST_00000436,1.5,Android 11,False,7.0,2.3,dce02fe5166dc62ca47d10799ea7fee5
CUST_00000437,0.2,Android 14,False,3.1,1.9,649b8aa91215f1800781b1c53071aa57
CUST_00000438,4.8,iOS 17,False,7.9,6.2,5c88aa844bf56b8c083b834686a6e61c
CUST_00000439,4.3,Android 14,False,5.6,6.4,fb8ff49cbcd76434c5c8425e70faaa0c
CUST_00000440,3.0,Android 13,False,5.5,3.5,87589e12bc230ec869ad09a3b996f2ad
CUST_00000441,0.6,iOS 16,False,0.5,1.2,6b60d20653f8baa1f4f77a78e6a97360
CUST_00000442,2.0,iOS 17,False,3.0,2.3,b7993a172602a8d59c0a1dcb4dbb86fd
CUST_00000443,0.2,Android 12,False,9.6,5.7,8b8ff4eba5c15ed53f9e8ea6ec237677
CUST_00000444,1.7,Android 14,False,8.7,5.9,b6f5d9b0503026a52ebc6f6b1984df7f
CUST_00000445,0.5,Android 12,True,2.5,4.0,bb82723aafbb53b0d2e3894e63b528bd
CUST_00000446,1.5,Android 13,False,3.0,2.5,169b6ad825f0cd120db71eb487f480ba
CUST_00000447,0.7,Android 12,False,8.5,0.8,5997a1013891679f6069ff10a369c907
CUST_00000448,1.2,Android 13,False,0.9,6.3,ba620f9f318309433c92bc08fe66bac7
CUST_00000449,0.4,Android 12,False,10.0,0.7,56da95adaef9ea528c777f55be27f0bf
CUST_00000450,0.8,Android 13,False,6.0,0.9,0c0ada4fb3832c5474aa24c5b5fc833b
CUST_00000451,4.3,Android 14,False,8.3,6.4,68103df30ab2cf7bc1246f08e1d02d2b
CUST_00000452,1.7,Android 13,False,3.2,3.9,acdba1b0799b70594688d774b0866a9d
CUST_00000453,3.9,Android 12,False,4.5,4.4,b87a86e8dc96bf93d85bba211baa65f2
CUST_00000454,3.1,Android 13,False,2.5,4.3,0bf7d64809a007c81b37de95e6d5381c
CUST_00000455,1.5,Android 14,False,6.6,3.0,a6a4ab9eaeab03d65e884a749e4bbcfd
CUST_00000456,2.7,Android 13,False,6.4,5.3,91aeeffb9abe70f6e0c853fe010c4697
CUST_00000457,1.4,Android 14,False,0.6,2.9,e2fe4958542c48c1bd804ce1ce864666
CUST_00000458,2.3,Android 14,False,4.9,6.8,ab5263029546a78d949df7d177ab63a2
CUST_00000459,0.6,Android 13,True,5.2,2.3,239d03ca39bad1e6564aa4fad0818ccf
CUST_00000460,0.2,Android 14,False,1.2,1.9,246995bf125d312252dceeb3e17c0080
CUST_00000461,2.2,Android 11,False,3.0,4.2,fbcf3d228cfb6d5dc2df09c166aefc12
CUST_00000462,0.7,Android 13,False,1.2,1.1,414ad87e2fe00d3847e5576f421380ec
CUST_00000463,3.1,Android 13,False,7.1,6.2,1ef179bfcf35814d3ec67152710b2122
CUST_00000464,1.0,Android 14,False,4.3,2.3,35c8dcb0dc5e49780e8e20caa1f5e92c
CUST_00000465,3.1,iOS 17,False,3.2,5.1,027043ad9a42149c9c03274117749f6a
CUST_00000466,0.1,iOS 17,False,6.4,5.8,718f361af425715e9721b0a043f44524
CUST_00000467,0.6,Android 14,False,6.9,0.9,db0c713347ab7c34ff7209bafd208343
CUST_00000468,1.4,Android 13,False,1.3,3.5,661dabeab5966e364482161f0b7f9279
CUST_00000469,0.2,Android 12,False,3.6,1.0,7f944317a4366dd8ddfe3d5032047f7e
CUST_00000470,1.8,Android 12,True,6.0,4.9,265ecf47a8ac77ffbc14114f7689ab3c
CUST_00000471,4.0,Android 13,False,8.7,6.4,7991afdba943170bcbc3d494822c3768
CUST_00000472,0.5,Android 14,False,5.4,6.4,b3b75a37fb20635d3c1fd22edb590433
CUST_00000473,1.0,Android 14,False,4.9,3.2,cfbb645e364e0dfa748e6e830dc02fe5
CUST_00000474,0.8,Android 14,False,3.5,1.3,d7b96d78bcad059687bbc73a8550dbe2
CUST_00000475,4.2,Android 12,False,4.4,6.0,b65c787e5fea98b47641d0706b37ff3c
CUST_00000476,2.0,Android 14,False,4.5,2.5,676fd496520cea90b455559244a24f1e
CUST_00000477,5.6,Android 11,False,4.4,6.1,e8c346eebc959fdc69665ae1fd252b78
CUST_00000478,1.8,Android 13,False,7.1,2.9,4ade88c5a72ddd70db52953b46b46312
CUST_00000479,0.7,Android 13,False,1.5,1.6,e961d15f6f5b39fe82b6ffd14fb16305
CUST_00000480,0.1,Android 14,False,6.5,1.5,8cc8a08c10971e2e640417158d706cc0
CUST_00000481,0.5,Android 14,False,3.2,1.0,e96a28863abb0f94921b3bc447697fa9
CUST_00000482,0.7,Android 13,False,9.9,2.9,9d26cbefa96d153cfb5afbec20cb3418
CUST_00000483,0.7,Android 12,False,0.4,1.4,1daedff3cca5066483f19c4cff6b149c
CUST_00000484,0.2,iOS 16,False,0.4,3.0,d12549d59e607140ceedd0c67bfc7a06
CUST_00000485,0.6,Android 14,False,4.6,0.7,a7bf8a98ff214a674dd2191866c6c885
CUST_00000486,1.2,iOS 17,False,3.2,1.3,a421e21e35aefd4ed23cd1ece544b791
CUST_00000487,5.8,Android 13,False,3.0,5.9,8d94e7471de47b9858e00bdd8d9f601f
CUST_00000488,1.1,Android 13,False,5.5,3.0,9239659fdcf62e16485e59e02a8795df
CUST_00000489,3.1,Android 13,False,8.4,4.0,636acc1b2095ef37d8be8a734a94f21e
CUST_00000490,0.5,Android 14,False,0.7,2.2,19219e1631767ed58e021f0189cfadc9
CUST_00000491,3.8,Android 14,False,3.5,6.8,af11e77f6ec00c3e4306299fb18ab804
CUST_00000492,2.2,Android 14,False,4.9,3.4,9e165d96cbfc7abc6829567a473d7232
CUST_00000493,3.9,iOS 15,False,5.7,6.2,20c343e9d806d56663fc8b9a360a1370
CUST_00000494,0.2,Android 14,False,4.8,3.1,a24a6af653c4ad6009f63ab92a4a18c4
CUST_00000495,6.2,Android 14,False,7.2,6.8,8e45c8070add3164b223db984b0cf688
CUST_00000496,1.0,Android 11,False,1.3,1.3,a992e0502696aae2b9fee998aecba633
CUST_00000497,5.9,Android 14,False,1.6,6.2,ba883b8ab983144ec5cfee9ab3923568
CUST_00000498,3.1,iOS 16,False,5.9,3.6,6a87bcd5f7439d9a6194eb5a59fd89bf
CUST_00000499,1.4,Android 14,False,3.9,1.8,91dda240e64cdab5c4e4760614fa0b90
CUST_00000500,3.7,Android 13,False,9.8,4.3,badc25e4144af3f7d87325be5fccbcee
CUST_00000501,3.2,Android 11,False,9.6,5.5,5c8cd12ccc0885a339448c59ec6d76bb
CUST_00000502,2.7,Android 14,False,8.5,6.1,ba3c7d464500b726e6f48d933acc4b31
CUST_00000503,2.8,Android 14,False,5.2,6.2,62100fc130e6e0b23ad8792c84b52fa1
CUST_00000504,0.3,iOS 17,False,6.9,0.6,ac08375e3536cdfcd8ff949e0da2dbcf
CUST_00000505,0.5,Android 12,False,3.7,1.4,3ec4315b5fd66532a2e1683ee7f7af65
CUST_00000506,1.8,Android 14,False,0.2,1.9,f39aa57ea5a955d078cd49efe2809ef4
CUST_00000507,1.8,Android 12,False,0.2,5.9,f02d1a1aaea3eba6b8f3618f078bb039
CUST_00000508,0.8,Android 11,False,7.6,5.3,e05d9bf2fd515d9ca1f3b76876cf0a45
CUST_00000509,4.7,Android 12,False,6.2,5.5,92d97bdfd490016929a9a95e1d0e6a7c
CUST_00000510,0.5,Android 13,False,4.1,1.0,96b5fe90b9a0d48bcfd03b5c6c3efcce
CUST_00000511,1.0,Android 14,False,9.5,1.2,a5d1d48db1803f110b416bca416dcef0
CUST_00000512,1.2,iOS 17,False,0.9,3.9,8ca93896e2a66c12e4b04da51dfa84c6
CUST_00000513,0.4,Android 12,False,0.8,5.1,5ba8d93177f556d3d9d768a35f61283e
CUST_00000514,0.6,Android 14,False,8.1,2.0,e99400921f50fafe23091f5043df0664
CUST_00000515,2.1,Android 13,False,4.8,6.4,dc927ac784fb4ab6603655f0fedac24b
CUST_00000516,4.2,Android 13,False,3.6,6.9,ef3169b0f8fc2c95c11863f2bd86b8e1
CUST_00000517,3.2,Android 14,False,4.5,6.3,abccc84892bccd2830e8130af0226eac
CUST_00000518,0.7,Android 13,False,2.5,1.0,cddbdad0574df8ba3cb93c0859a9c98e
CUST_00000519,3.2,Android 11,False,5.2,5.7,26bffc5763000c2e0b31d07ff65719b4
CUST_00000520,1.2,Android 12,False,2.9,2.3,7acc95b42dca0ce6ece5e47b6c24eb0d
CUST_00000521,0.7,Android 13,True,3.2,0.9,49bda8a59072f435ed2afc09b21a2e95
CUST_00000522,0.3,Android 13,False,7.1,0.8,b7a0295e3f4496cfa44c14bff47ff537
CUST_00000523,0.2,Android 11,False,7.4,0.5,cc5d07c0d41743ed24c9fa17f1510c05
CUST_00000524,0.8,Android 14,False,8.4,2.8,8069097e97b76a0e03b2f90888515130
CUST_00000525,2.8,Android 12,False,9.1,6.3,eba139350db028582e649f6d569dbb41
CUST_00000526,0.8,iOS 16,False,5.0,1.1,8122bc816cdac6b65c592842d3471f9a
CUST_00000527,0.1,Android 13,False,1.8,5.1,e8ab6805979d1e2b4b5220d0245190de
CUST_00000528,5.2,Android 12,False,9.5,6.8,72b2b280bd000069826dc47cb26d5510
CUST_00000529,1.0,Android 14,False,6.5,1.2,8021966b6de29b80743d9af53888f4c1
CUST_00000530,3.4,Android 13,False,4.4,6.7,5a4198433bb81abd18c9a01a093b9d27
CUST_00000531,1.1,Android 14,False,0.6,2.9,301f5f7d6257d98f83c532ff1caffd5f
CUST_00000532,4.9,Android 13,False,2.2,5.8,9dbee304a0c76138c3ce03fd339b2573
CUST_00000533,1.4,Android 13,False,6.8,6.2,197b89e99af95ad5ae33b56908e50cdc
CUST_00000534,0.9,Android 14,False,7.4,1.4,f41345a3fd23ac6cf39f954cdcc441d8
CUST_00000535,2.2,Android 13,False,2.1,3.1,ed93e231273aea182793b42c3633b45a
CUST_00000536,0.3,Android 14,False,1.2,2.9,f55e3c9d115193056f4a9d34b609c3be
CUST_00000537,0.2,Android 14,False,3.9,5.9,7611b0b1a52a15aacdac4215ce27c34b
CUST_00000538,0.6,Android 14,False,5.0,1.3,7673de6bc68e7f324fe904d3a0482637
CUST_00000539,0.1,Android 13,False,4.7,4.4,4692bbaad014bc3e8a832104fc7339b2
CUST_00000540,1.6,Android 13,False,7.8,4.9,0a21e2f57c4aba154708d5f1079c2a98
CUST_00000541,0.9,Android 13,False,0.3,6.8,d0b45603bc8a4fcb99aed30fd14293d1
CUST_00000542,0.4,Android 11,False,0.3,1.3,fb8f7f77cacb1b696b5c7333b448a929
CUST_00000543,1.4,Android 12,True,3.8,3.9,56a4c6eec3ab42143b9eb3bd14cc924d
CUST_00000544,4.6,Android 14,True,8.5,4.7,2dca6758a508f4c13e30e919582e4723
CUST_00000545,4.4,Android 10,False,4.6,5.6,8d511696c42c33c0dae2ab4c8dd4ea2f
CUST_00000546,0.3,Android 14,False,2.5,0.9,1e8a5952361d64804b01c3999d12e3f2
CUST_00000547,0.3,Android 12,False,9.6,3.6,e252bfdda521e89a6a23058f8e2810a5
CUST_00000548,3.8,Android 12,False,9.6,6.9,95d209b4b1e1f3541bb2ca965db36a2a
CUST_00000549,0.5,Android 13,False,1.5,2.0,7b83753b64646e617d75d16b0bf780e5
CUST_00000550,0.7,Android 12,False,8.1,4.3,6d4a3910c79f7e8b9de9086f5789e8e9
CUST_00000551,1.3,Android 13,False,3.5,4.9,56e6b1c93a51881805b4b3900a77aa80
CUST_00000552,3.2,Android 14,False,7.1,3.6,7a17d74f7f5efc8377f360dbbbfb998c
CUST_00000553,0.4,Android 14,False,4.5,0.6,0a8adb4fbb8da0f4201618bdb9dff3bc
CUST_00000554,1.0,iOS 17,False,5.1,3.9,b82e4dcc1642749e6e66f3cc49505710
CUST_00000555,1.9,Android 14,False,4.7,2.3,bc0d95335fdc3e7899229785b7a7805d
CUST_00000556,0.2,Android 13,False,4.5,0.8,e16abf9b48cb04df4efcfb1ccf8502ca
CUST_00000557,5.9,Android 14,False,8.0,6.0,5b7931d7dc07062e6d35e142ca657c97
CUST_00000558,1.4,Android 14,False,9.5,6.7,ff54f1ca795cd9697c4611724779a747
CUST_00000559,4.0,Android 12,False,2.7,6.9,658a0d43b3b114ca678b015b375de4e3
CUST_00000560,0.7,Android 13,False,9.8,1.0,e8e2c09f212af7343a0c44e041076c86
CUST_00000561,6.0,Android 12,False,9.6,6.4,83132053563406032b85c342e7a3b7a7
CUST_00000562,1.0,iOS 16,False,4.8,5.4,7994567f24769723341f445e9e1456e7
CUST_00000563,3.2,Android 14,False,1.7,4.7,9f98998201e5a92975202547688e8809
CUST_00000564,0.1,Android 12,False,0.2,3.7,63f1c8ee4819510a48b17d0a273e866f
CUST_00000565,1.3,iOS 17,False,2.3,2.0,5222fdbabcf68c02d26b8638449a502d
