Loan_ID,Customer_ID,Loan_Type,Loan_Amount,EMI,Interest_Rate,Tenure_Months,Debt_to_Income,Income_Stability,Fraud_Score,Credit_Score,Approval,Default,NPA
LOAN_00000224,CUST_00000245,Personal Loan,284629.86,6858.29,15.58,60,0.5085,0.865,0.276,632,0,0,0
LOAN_00000225,CUST_00000246,Personal Loan,513192.63,13426.31,11.65,48,0.0673,0.921,0.312,724,1,0,0
LOAN_00000226,CUST_00000246,Personal Loan,680600.2,33272.29,15.84,24,0.2341,0.828,0.312,724,1,0,0
LOAN_00000227,CUST_00000247,Gold Loan,587407.12,13102.2,12.12,60,0.333,0.942,0.257,612,0,0,0
LOAN_00000228,CUST_00000248,Personal Loan,158391.0,14086.19,12.18,12,0.3758,0.857,0.261,632,1,0,0
LOAN_00000229,CUST_00000250,Two Wheeler Loan,228569.89,7627.87,12.33,36,0.0453,0.727,0.235,753,1,0,0
LOAN_00000230,CUST_00000250,Business Loan,1714953.21,57108.54,12.18,36,0.3847,0.769,0.235,753,1,0,0
LOAN_00000231,CUST_00000251,Two Wheeler Loan,972555.77,85371.98,9.71,12,2.3755,0.668,0.188,678,0,0,0
LOAN_00000232,CUST_00000253,Home Loan,3241490.83,27961.11,9.34,300,1.0469,0.944,0.604,539,0,0,0
LOAN_00000233,CUST_00000253,Personal Loan,111944.36,2581.02,13.59,60,1.1436,0.691,0.604,539,0,0,0
LOAN_00000234,CUST_00000254,Two Wheeler Loan,822798.01,27565.06,12.6,36,0.0757,0.605,0.292,779,1,0,0
LOAN_00000235,CUST_00000255,Home Loan,9278265.58,93500.18,8.89,180,4.753,0.91,0.218,626,0,0,0
LOAN_00000236,CUST_00000255,Business Loan,1821672.18,59303.33,10.61,36,7.7676,0.831,0.218,626,0,0,0
LOAN_00000237,CUST_00000257,Auto Loan,258581.76,23099.46,13.03,12,0.9286,0.614,0.347,611,0,0,0
LOAN_00000238,CUST_00000258,Auto Loan,1305875.42,27848.91,10.16,60,0.2371,0.653,0.303,699,1,0,0
LOAN_00000239,CUST_00000258,Home Loan,7614505.79,65788.16,9.36,300,0.7972,0.852,0.303,699,0,0,0
LOAN_00000240,CUST_00000258,Two Wheeler Loan,1127508.13,37632.76,12.34,36,1.1176,0.967,0.303,699,0,0,0
LOAN_00000241,CUST_00000259,Home Loan,8540118.65,84800.23,8.64,180,2.5212,0.911,0.26,629,0,0,0
LOAN_00000242,CUST_00000263,Two Wheeler Loan,1337180.41,118794.35,11.98,12,2.6337,0.891,0.252,674,0,0,0
LOAN_00000243,CUST_00000264,Personal Loan,692368.68,61827.49,12.96,12,2.9722,0.741,0.236,644,0,0,0
LOAN_00000244,CUST_00000266,Personal Loan,660737.81,31917.8,14.62,24,1.327,0.605,0.266,633,0,0,0
LOAN_00000245,CUST_00000266,Personal Loan,670504.65,32740.36,15.72,24,2.6883,0.762,0.266,633,0,0,0
LOAN_00000246,CUST_00000268,Auto Loan,1164837.2,24714.97,9.94,60,0.7912,0.964,0.463,597,0,0,0
LOAN_00000247,CUST_00000268,Home Loan,9802802.79,84080.92,8.34,240,3.4829,0.776,0.463,597,0,0,0
LOAN_00000248,CUST_00000270,Personal Loan,915231.65,44328.7,14.89,24,1.0327,0.896,0.217,678,0,0,0
LOAN_00000249,CUST_00000270,Personal Loan,718501.68,34473.58,13.93,24,1.8357,0.829,0.217,678,0,0,0
LOAN_00000250,CUST_00000272,Personal Loan,334923.16,16213.85,14.84,24,0.1094,0.715,0.187,706,1,0,0
LOAN_00000251,CUST_00000275,Personal Loan,603666.49,21217.16,15.98,36,0.5226,0.652,0.218,649,0,0,0
LOAN_00000252,CUST_00000275,Auto Loan,318372.69,6745.7,9.88,60,0.6887,0.736,0.218,649,0,0,0
LOAN_00000253,CUST_00000276,Home Loan,5158632.99,45127.61,8.61,240,1.0313,0.9,0.247,626,0,0,0
LOAN_00000254,CUST_00000277,Auto Loan,1299484.35,22849.21,11.87,84,0.1314,0.602,0.241,721,1,0,0
LOAN_00000255,CUST_00000278,Auto Loan,1906009.0,42301.86,11.9,60,1.1516,0.578,0.237,662,0,0,0
LOAN_00000256,CUST_00000280,Home Loan,1888014.34,23287.68,8.38,120,0.621,0.973,0.213,631,0,0,0
LOAN_00000257,CUST_00000283,Personal Loan,57280.83,2709.53,12.49,24,0.01,0.906,0.22,766,1,0,0
LOAN_00000258,CUST_00000284,Home Loan,2240288.52,20156.46,9.0,240,0.43,0.875,0.194,678,0,0,0
LOAN_00000259,CUST_00000284,Home Loan,7469199.51,96608.73,9.49,120,2.4909,0.856,0.194,678,0,0,0
LOAN_00000260,CUST_00000284,Home Loan,9214693.52,117377.13,9.13,120,4.9948,0.519,0.194,678,0,0,0
LOAN_00000261,CUST_00000285,Personal Loan,654581.3,17150.99,11.73,48,0.186,0.791,0.281,719,1,0,0
LOAN_00000262,CUST_00000285,Home Loan,2528712.5,22330.37,8.74,240,0.4281,0.782,0.281,719,1,0,0
LOAN_00000263,CUST_00000286,Auto Loan,787647.98,17469.1,11.87,60,0.5562,0.717,0.231,663,0,0,0
LOAN_00000264,CUST_00000288,Personal Loan,557269.1,12435.6,12.14,60,0.2253,0.823,0.231,702,1,0,0
LOAN_00000265,CUST_00000288,Personal Loan,166853.13,3883.25,14.01,60,0.2956,0.931,0.231,702,1,0,0
LOAN_00000266,CUST_00000289,Auto Loan,623224.23,10582.85,10.73,84,0.5563,0.583,0.209,620,0,0,0
LOAN_00000267,CUST_00000290,Business Loan,918871.92,29987.05,10.78,36,0.9057,0.446,0.177,669,0,0,0
LOAN_00000268,CUST_00000290,Auto Loan,811650.49,17313.14,10.17,60,1.4286,0.749,0.177,669,0,0,0
LOAN_00000269,CUST_00000293,Auto Loan,747147.92,12322.62,9.79,84,0.5155,0.794,0.144,637,0,0,0
LOAN_00000270,CUST_00000294,Personal Loan,988634.17,22768.7,13.54,60,0.0556,0.678,0.38,710,1,0,0
LOAN_00000271,CUST_00000295,Home Loan,1831466.11,17757.14,8.24,180,1.163,0.772,0.192,651,0,0,0
LOAN_00000272,CUST_00000295,Home Loan,3958580.56,36563.76,9.37,240,3.5578,0.872,0.192,651,0,0,0
LOAN_00000273,CUST_00000295,Gold Loan,647970.33,11907.96,13.34,84,4.3377,0.898,0.192,651,0,0,0
LOAN_00000274,CUST_00000297,Home Loan,7976165.41,73206.21,9.28,240,2.2347,0.74,0.236,629,0,0,0
LOAN_00000275,CUST_00000301,Auto Loan,759826.37,16832.89,11.82,60,0.2775,0.911,0.298,666,1,0,0
LOAN_00000276,CUST_00000301,Gold Loan,1772598.05,157484.9,11.99,12,2.8741,0.785,0.298,666,0,0,0
LOAN_00000277,CUST_00000301,Personal Loan,501768.74,17134.65,13.94,36,3.1566,0.758,0.298,666,0,0,0
LOAN_00000278,CUST_00000303,Personal Loan,804500.13,27006.15,12.74,36,0.5797,0.918,0.226,655,0,0,0
LOAN_00000279,CUST_00000303,Business Loan,1218589.89,20865.23,11.0,84,1.0276,0.827,0.226,655,0,0,0
LOAN_00000280,CUST_00000304,Home Loan,6406871.75,55221.38,9.33,300,1.5687,0.76,0.308,616,0,0,0
LOAN_00000281,CUST_00000305,Gold Loan,480901.58,10203.55,9.94,60,0.0663,0.632,0.29,747,1,0,0
LOAN_00000282,CUST_00000306,Home Loan,5838676.16,59254.48,9.01,180,0.3418,0.905,0.322,746,1,0,0
LOAN_00000283,CUST_00000306,Personal Loan,390779.75,18969.89,15.12,24,0.4512,0.832,0.322,746,1,0,0
LOAN_00000284,CUST_00000307,Two Wheeler Loan,659776.85,10803.66,9.56,84,0.2722,0.782,0.229,653,1,0,0
LOAN_00000285,CUST_00000308,Auto Loan,1555620.27,52325.13,12.88,36,2.5642,0.714,0.336,624,0,0,0
LOAN_00000286,CUST_00000308,Home Loan,4960405.16,42390.53,8.29,240,4.6415,0.788,0.336,624,0,0,0
LOAN_00000287,CUST_00000310,Home Loan,4046308.26,49736.65,8.3,120,2.4969,0.87,0.287,625,0,0,0
LOAN_00000288,CUST_00000310,Personal Loan,432729.62,14544.96,12.83,36,3.2271,0.871,0.287,625,0,0,0
LOAN_00000289,CUST_00000310,Home Loan,9201943.52,80556.86,8.62,240,7.2712,0.695,0.287,625,0,0,0
LOAN_00000290,CUST_00000311,Home Loan,7006448.29,55758.34,8.36,300,3.4668,0.668,0.238,623,0,0,0
LOAN_00000291,CUST_00000312,Personal Loan,698486.36,15746.5,12.59,60,0.3386,0.784,0.235,672,1,0,0
LOAN_00000292,CUST_00000314,Personal Loan,521860.65,17528.3,12.78,36,0.5162,0.913,0.286,649,0,0,0
LOAN_00000293,CUST_00000314,Personal Loan,50127.96,1364.8,13.8,48,0.5563,0.757,0.286,649,0,0,0
LOAN_00000294,CUST_00000316,Personal Loan,146797.77,3946.97,13.12,48,0.1069,0.887,0.217,654,1,0,0
LOAN_00000295,CUST_00000317,Business Loan,816904.3,27666.6,13.36,36,1.255,0.878,0.211,663,0,0,0
LOAN_00000296,CUST_00000318,Two Wheeler Loan,108290.21,1807.27,10.17,84,0.0023,0.713,0.366,746,1,0,0
LOAN_00000297,CUST_00000319,Personal Loan,150096.68,7279.11,15.02,24,0.0797,0.751,0.287,729,1,0,0
LOAN_00000298,CUST_00000320,Home Loan,3275503.15,40927.56,8.68,120,0.2959,0.786,0.304,730,1,0,0
LOAN_00000299,CUST_00000321,Personal Loan,674485.81,15565.02,13.63,60,0.4421,0.733,0.373,610,0,0,0
LOAN_00000300,CUST_00000321,Personal Loan,179770.86,4223.14,14.43,60,0.5621,0.566,0.373,610,0,0,0
LOAN_00000301,CUST_00000322,Personal Loan,895704.25,79913.64,12.79,12,0.2444,0.785,0.267,760,1,0,0
LOAN_00000302,CUST_00000323,Personal Loan,410139.35,19502.63,13.02,24,0.1663,0.991,0.266,745,1,0,0
LOAN_00000303,CUST_00000323,Personal Loan,490890.4,17219.5,15.84,36,0.3132,0.872,0.266,745,1,0,0
LOAN_00000304,CUST_00000324,Gold Loan,338545.41,10855.69,9.57,36,0.0705,0.77,0.243,705,1,1,1
LOAN_00000305,CUST_00000325,Home Loan,4458812.54,55713.06,8.68,120,0.271,0.804,0.299,740,1,0,0
LOAN_00000306,CUST_00000325,Two Wheeler Loan,1582714.63,140126.69,11.33,12,0.9525,0.804,0.299,740,0,0,0
LOAN_00000307,CUST_00000327,Two Wheeler Loan,1000238.67,16465.94,9.73,84,0.9097,0.825,0.225,630,0,0,0
LOAN_00000308,CUST_00000331,Two Wheeler Loan,1198766.96,105440.85,10.09,12,3.3288,0.69,0.268,645,0,0,0
LOAN_00000309,CUST_00000334,Personal Loan,496488.85,13946.35,15.51,48,0.4307,0.759,0.189,657,0,0,0
LOAN_00000310,CUST_00000334,Auto Loan,950579.51,30690.38,10.04,36,1.3783,0.727,0.189,657,0,0,0
LOAN_00000311,CUST_00000335,Personal Loan,310968.62,8675.0,15.13,48,0.2638,0.984,0.242,657,1,0,0
LOAN_00000312,CUST_00000336,Personal Loan,97480.08,2727.79,15.3,48,0.0666,0.688,0.202,661,1,0,0
LOAN_00000313,CUST_00000337,Two Wheeler Loan,1964173.09,65032.46,11.78,36,0.3539,0.945,0.199,756,1,0,0
LOAN_00000314,CUST_00000337,Gold Loan,461204.53,41122.16,12.67,12,0.5776,0.728,0.199,756,0,0,0
LOAN_00000315,CUST_00000337,Personal Loan,503055.1,45340.84,14.73,12,0.8243,0.946,0.199,756,0,0,0
LOAN_00000316,CUST_00000338,Two Wheeler Loan,1047901.76,17153.73,9.55,84,0.6005,0.604,0.312,649,0,0,0
LOAN_00000317,CUST_00000339,Personal Loan,457266.92,21446.22,11.63,24,0.0314,0.909,0.272,751,1,0,0
LOAN_00000318,CUST_00000340,Gold Loan,185331.47,3325.37,12.54,84,0.1205,0.918,0.265,660,1,0,0
LOAN_00000319,CUST_00000340,Auto Loan,778530.2,69408.42,12.65,12,2.6351,0.957,0.265,660,0,0,0
LOAN_00000320,CUST_00000343,Personal Loan,530660.01,25101.61,12.49,24,0.6145,0.835,0.279,646,0,0,0
LOAN_00000321,CUST_00000343,Auto Loan,929566.96,82512.64,11.82,12,2.6343,0.867,0.279,646,0,0,0
LOAN_00000322,CUST_00000344,Business Loan,1795860.63,58947.37,11.18,36,2.1149,0.586,0.229,641,0,0,0
LOAN_00000323,CUST_00000344,Auto Loan,453658.21,7727.24,10.83,84,2.3921,0.714,0.229,641,0,0,0
LOAN_00000324,CUST_00000345,Home Loan,4980002.61,45610.19,9.25,240,1.7014,0.63,0.27,643,0,0,0
LOAN_00000325,CUST_00000345,Auto Loan,388030.64,7059.04,13.0,84,1.9647,0.59,0.27,643,0,0,0
LOAN_00000326,CUST_00000345,Personal Loan,777269.41,17094.18,11.5,60,2.6024,0.906,0.27,643,0,0,0
LOAN_00000327,CUST_00000348,Gold Loan,526157.62,9330.38,12.15,84,0.384,0.762,0.227,657,1,0,0
LOAN_00000328,CUST_00000349,Two Wheeler Loan,445066.54,7615.94,10.98,84,0.5061,0.909,0.252,638,0,0,0
LOAN_00000329,CUST_00000350,Personal Loan,567272.11,15698.61,14.69,48,0.0937,0.83,0.236,739,1,0,0
LOAN_00000330,CUST_00000352,Personal Loan,728702.96,25232.19,14.92,36,0.0095,0.654,0.282,763,1,0,0
LOAN_00000331,CUST_00000353,Auto Loan,1457220.61,47949.43,11.35,36,1.1323,0.757,0.268,665,0,0,0
LOAN_00000332,CUST_00000353,Two Wheeler Loan,470957.15,10211.59,10.88,60,1.3735,0.731,0.268,665,0,0,0
LOAN_00000333,CUST_00000354,Home Loan,4734400.53,37835.96,8.41,300,1.3971,0.741,0.281,660,0,0,0
LOAN_00000334,CUST_00000354,Two Wheeler Loan,121694.17,4060.03,12.31,36,1.547,0.737,0.281,660,0,0,0
LOAN_00000335,CUST_00000354,Two Wheeler Loan,1138217.6,26114.04,13.37,60,2.5113,0.875,0.281,660,0,0,0
LOAN_00000336,CUST_00000356,Auto Loan,853452.0,75043.9,10.03,12,2.3075,0.861,0.337,625,0,0,0
LOAN_00000337,CUST_00000356,Two Wheeler Loan,575889.01,12810.33,12.0,60,2.7015,0.836,0.337,625,0,0,0
LOAN_00000338,CUST_00000357,Personal Loan,571415.73,19195.51,12.79,36,1.1608,0.904,0.23,623,0,0,0
LOAN_00000339,CUST_00000358,Home Loan,2081002.2,19018.77,9.22,240,0.0055,0.949,0.332,743,1,0,0
LOAN_00000340,CUST_00000359,Business Loan,1319295.35,117335.09,12.19,12,0.5951,0.625,0.223,782,0,0,0
LOAN_00000341,CUST_00000363,Gold Loan,228254.84,7534.53,11.57,36,0.3309,0.892,0.207,628,1,0,0
LOAN_00000342,CUST_00000365,Personal Loan,245066.29,6656.3,13.67,48,0.1599,0.871,0.27,627,1,0,0
LOAN_00000343,CUST_00000368,Personal Loan,137463.64,6613.02,14.2,24,0.137,0.746,0.308,654,0,0,0
LOAN_00000344,CUST_00000368,Gold Loan,576696.79,19209.72,12.2,36,0.535,0.665,0.308,654,0,0,0
LOAN_00000345,CUST_00000368,Auto Loan,1745581.7,156148.2,13.29,12,3.7702,0.749,0.308,654,0,0,0
LOAN_00000346,CUST_00000369,Home Loan,1630856.58,13641.45,8.96,300,0.2947,0.947,0.312,640,0,0,0
LOAN_00000347,CUST_00000370,Personal Loan,688837.47,16714.61,15.9,60,0.4683,0.758,0.245,635,0,0,0
LOAN_00000348,CUST_00000370,Home Loan,3699048.96,30436.63,8.76,300,1.3211,0.747,0.245,635,0,0,0
LOAN_00000349,CUST_00000371,Personal Loan,239306.82,21650.28,15.45,12,0.0416,0.84,0.202,781,1,0,0
LOAN_00000350,CUST_00000372,Two Wheeler Loan,1252790.28,22242.67,12.19,84,1.0954,0.77,0.202,641,0,0,0
LOAN_00000351,CUST_00000373,Personal Loan,635944.43,15075.72,14.84,60,0.3607,0.586,0.225,643,1,0,0
LOAN_00000352,CUST_00000374,Home Loan,3785254.87,47296.93,8.68,120,1.8448,0.729,0.245,653,0,0,0
LOAN_00000353,CUST_00000375,Personal Loan,720187.79,16541.74,13.42,60,0.0933,0.939,0.281,764,1,0,0
LOAN_00000354,CUST_00000377,Personal Loan,335993.77,9141.13,13.76,48,0.2684,0.878,0.253,643,1,0,0
LOAN_00000355,CUST_00000378,Auto Loan,594449.54,12671.28,10.14,60,0.3514,0.926,0.308,600,0,0,0
LOAN_00000356,CUST_00000379,Personal Loan,324728.07,8693.92,12.89,48,0.1824,0.957,0.252,646,1,0,0
LOAN_00000357,CUST_00000380,Two Wheeler Loan,684812.08,23126.84,13.16,36,0.129,0.749,0.212,748,1,0,0
LOAN_00000358,CUST_00000380,Business Loan,294879.13,5059.91,11.07,84,0.1572,0.693,0.212,748,1,0,0
LOAN_00000359,CUST_00000381,Auto Loan,404694.27,9041.1,12.19,60,0.0583,0.924,0.253,733,1,0,0
LOAN_00000360,CUST_00000383,Two Wheeler Loan,1078373.36,17985.96,10.15,84,0.7745,0.868,0.213,650,0,0,0
LOAN_00000361,CUST_00000386,Auto Loan,566169.4,9320.29,9.73,84,0.2662,0.898,0.223,630,1,0,0
LOAN_00000362,CUST_00000387,Home Loan,5146026.83,42833.43,8.9,300,1.6643,0.866,0.253,630,0,0,0
LOAN_00000363,CUST_00000388,Business Loan,1299695.95,42939.18,11.63,36,0.4624,0.917,0.236,732,1,1,1
LOAN_00000364,CUST_00000390,Business Loan,488201.13,16105.89,11.53,36,0.5347,0.82,0.348,626,0,0,0
LOAN_00000365,CUST_00000391,Auto Loan,581217.53,50973.99,9.54,12,1.2486,0.559,0.213,671,0,0,0
LOAN_00000366,CUST_00000392,Home Loan,4335841.36,55465.76,9.23,120,2.2733,0.767,0.303,621,0,0,0
LOAN_00000367,CUST_00000392,Home Loan,2143447.68,26805.51,8.7,120,3.372,0.786,0.303,621,0,0,0
LOAN_00000368,CUST_00000393,Home Loan,6104968.2,53169.25,9.46,300,1.1008,0.872,0.237,665,0,0,0
LOAN_00000369,CUST_00000393,Two Wheeler Loan,923597.24,31338.07,13.49,36,1.7496,0.92,0.237,665,0,0,0
LOAN_00000370,CUST_00000394,Personal Loan,401095.49,19180.15,13.59,24,0.3932,0.561,0.473,594,0,0,0
LOAN_00000371,CUST_00000396,Home Loan,1545164.54,14151.65,9.25,240,0.3979,0.915,0.312,607,0,0,0
LOAN_00000372,CUST_00000397,Two Wheeler Loan,1528319.29,34547.5,12.71,60,0.7121,0.753,0.232,651,0,0,0
LOAN_00000373,CUST_00000398,Personal Loan,235226.44,6607.5,15.51,48,0.219,0.708,0.28,614,0,0,0
LOAN_00000374,CUST_00000399,Business Loan,1199732.83,26705.59,12.03,60,0.52,0.588,0.232,692,1,0,0
LOAN_00000375,CUST_00000403,Business Loan,1063413.33,17791.59,10.25,84,1.0227,0.891,0.274,648,0,0,0
LOAN_00000376,CUST_00000404,Two Wheeler Loan,616697.47,10975.64,12.27,84,0.2369,0.857,0.22,650,1,0,0
LOAN_00000377,CUST_00000406,Personal Loan,615538.1,54888.7,12.69,12,2.1494,0.767,0.168,648,0,0,0
LOAN_00000378,CUST_00000409,Home Loan,5174942.92,63444.53,8.24,120,2.3078,0.796,0.133,670,0,0,0
LOAN_00000379,CUST_00000410,Personal Loan,903023.23,21720.59,15.5,60,0.7926,0.613,0.237,663,0,0,0
LOAN_00000380,CUST_00000411,Personal Loan,140172.04,4928.03,16.0,36,0.2262,0.725,0.347,594,0,0,0
LOAN_00000381,CUST_00000412,Personal Loan,88333.29,7904.2,13.35,12,0.2173,0.838,0.293,616,0,0,0
LOAN_00000382,CUST_00000412,Auto Loan,694278.18,61724.76,12.12,12,1.9145,0.61,0.293,616,0,0,0
LOAN_00000383,CUST_00000412,Two Wheeler Loan,1277099.78,113319.46,11.75,12,5.0303,0.807,0.293,616,0,0,0
LOAN_00000384,CUST_00000413,Two Wheeler Loan,940358.23,31381.77,12.33,36,2.0824,0.802,0.283,617,0,0,0
LOAN_00000385,CUST_00000413,Business Loan,749620.03,66466.14,11.61,12,6.493,0.507,0.283,617,0,0,0
LOAN_00000386,CUST_00000413,Auto Loan,201361.19,6622.86,11.32,36,6.9325,0.928,0.283,617,0,0,0
LOAN_00000387,CUST_00000415,Auto Loan,1424558.03,47376.97,12.09,36,1.3062,0.834,0.219,637,0,0,0
LOAN_00000388,CUST_00000417,Home Loan,7175965.03,92032.16,9.29,120,3.1284,0.487,0.272,644,0,0,0
LOAN_00000389,CUST_00000418,Gold Loan,1118276.65,36849.71,11.45,36,1.8425,0.82,0.245,649,0,0,0
LOAN_00000390,CUST_00000418,Business Loan,1208062.53,21241.71,11.87,84,2.9046,0.833,0.245,649,0,0,0
LOAN_00000391,CUST_00000419,Business Loan,1352186.28,28956.7,10.34,60,0.9758,0.812,0.223,658,0,0,0
LOAN_00000392,CUST_00000419,Personal Loan,812508.3,28561.37,15.99,36,1.9383,0.782,0.223,658,0,0,0
LOAN_00000393,CUST_00000420,Two Wheeler Loan,218548.73,19299.39,10.84,12,0.8087,0.864,0.268,609,0,0,0
LOAN_00000394,CUST_00000423,Personal Loan,145929.2,6886.44,12.25,24,0.0635,0.756,0.309,731,1,0,0
LOAN_00000395,CUST_00000429,Auto Loan,218873.2,19277.06,10.34,12,0.418,0.87,0.183,660,0,0,0
LOAN_00000396,CUST_00000432,Personal Loan,585237.95,52855.73,15.12,12,1.1042,0.704,0.245,663,0,0,0
LOAN_00000397,CUST_00000433,Personal Loan,513442.6,11387.55,11.87,60,0.4694,0.838,0.291,624,0,0,0
LOAN_00000398,CUST_00000434,Home Loan,7662551.65,64041.7,8.95,300,1.6228,0.693,0.259,658,0,0,0
LOAN_00000399,CUST_00000435,Two Wheeler Loan,1979957.15,66769.82,13.06,36,1.935,0.827,0.177,653,0,0,0
LOAN_00000400,CUST_00000436,Home Loan,8624958.58,85795.04,8.67,180,0.1033,0.926,0.221,754,1,0,0
LOAN_00000401,CUST_00000439,Personal Loan,589340.95,20173.78,14.11,36,0.8725,0.896,0.215,619,0,0,0
LOAN_00000402,CUST_00000439,Home Loan,7124171.71,87872.97,8.38,120,4.6732,0.893,0.215,619,0,0,0
LOAN_00000403,CUST_00000439,Personal Loan,834425.4,18896.16,12.79,60,5.4905,0.729,0.215,619,0,0,0
LOAN_00000404,CUST_00000440,Two Wheeler Loan,798042.38,70104.94,9.85,12,0.4905,0.779,0.207,775,1,0,0
LOAN_00000405,CUST_00000443,Personal Loan,300084.98,6599.65,11.5,60,0.3913,0.764,0.281,622,1,0,0
LOAN_00000406,CUST_00000443,Home Loan,4485364.79,35574.93,8.32,300,2.5004,0.935,0.281,622,0,0,0
LOAN_00000407,CUST_00000444,Home Loan,5463545.01,49826.53,9.19,240,1.5325,0.822,0.287,652,0,0,0
LOAN_00000408,CUST_00000444,Two Wheeler Loan,855944.84,76374.38,12.81,12,3.8816,0.896,0.287,652,0,0,0
LOAN_00000409,CUST_00000445,Home Loan,5760842.98,49158.51,8.27,240,2.3104,0.862,0.55,570,0,0,0
LOAN_00000410,CUST_00000445,Personal Loan,73723.08,6602.74,13.52,12,2.6207,0.713,0.55,570,0,0,0
LOAN_00000411,CUST_00000447,Two Wheeler Loan,844977.8,15143.05,12.5,84,0.521,0.867,0.173,654,0,0,0
LOAN_00000412,CUST_00000448,Business Loan,835912.78,13773.7,9.76,84,0.8189,0.861,0.197,620,0,0,0
LOAN_00000413,CUST_00000450,Auto Loan,1873089.67,31640.16,10.56,84,0.1585,0.779,0.296,715,1,0,0
LOAN_00000414,CUST_00000450,Business Loan,1504227.25,48969.12,10.61,36,0.4039,0.677,0.296,715,1,0,0
LOAN_00000415,CUST_00000450,Personal Loan,470658.23,12549.63,12.67,48,0.4668,0.894,0.296,715,1,0,0
LOAN_00000416,CUST_00000451,Personal Loan,137742.5,3080.04,12.23,60,0.1152,0.67,0.173,637,1,0,0
LOAN_00000417,CUST_00000451,Personal Loan,497412.24,17116.56,14.48,36,0.7554,0.753,0.173,637,0,0,0
LOAN_00000418,CUST_00000452,Two Wheeler Loan,205650.49,3364.31,9.53,84,0.1924,0.934,0.241,645,1,0,0
LOAN_00000419,CUST_00000452,Business Loan,1827433.0,31059.98,10.76,84,1.9687,0.57,0.241,645,0,0,0
LOAN_00000420,CUST_00000454,Two Wheeler Loan,327793.08,7364.67,12.44,60,0.0744,0.594,0.236,705,1,0,0
LOAN_00000421,CUST_00000455,Personal Loan,160753.92,7715.22,13.96,24,0.3449,0.683,0.225,642,1,0,0
LOAN_00000422,CUST_00000456,Auto Loan,1348357.95,30741.44,13.09,60,0.9619,0.821,0.296,605,0,0,0
LOAN_00000423,CUST_00000456,Two Wheeler Loan,298463.58,5238.42,11.81,84,1.1258,0.738,0.296,605,0,0,0
LOAN_00000424,CUST_00000458,Two Wheeler Loan,161642.55,2864.68,12.13,84,0.0966,0.718,0.213,638,1,0,0
LOAN_00000425,CUST_00000459,Two Wheeler Loan,1968777.69,33235.98,10.54,84,0.9824,0.737,0.52,589,0,0,0
LOAN_00000426,CUST_00000459,Personal Loan,707410.69,24026.72,13.56,36,1.6926,0.946,0.52,589,0,0,0
LOAN_00000427,CUST_00000459,Home Loan,8500193.93,108922.86,9.27,120,4.9123,0.661,0.52,589,0,0,0
LOAN_00000428,CUST_00000463,Home Loan,8647724.04,74992.23,8.49,240,3.0297,0.9,0.18,656,0,0,0
LOAN_00000429,CUST_00000464,Personal Loan,935927.13,24660.34,12.03,48,0.0439,0.756,0.242,756,1,0,0
LOAN_00000430,CUST_00000465,Personal Loan,673589.12,23638.19,15.87,36,0.1395,0.836,0.222,721,1,0,0
LOAN_00000431,CUST_00000466,Business Loan,1357377.69,28713.53,9.81,60,1.9113,0.98,0.283,621,0,0,0
LOAN_00000432,CUST_00000467,Auto Loan,809570.1,17408.84,10.52,60,0.6379,0.876,0.226,630,0,0,0
LOAN_00000433,CUST_00000467,Auto Loan,233205.47,20619.79,11.08,12,1.3934,0.821,0.226,630,0,0,0
LOAN_00000434,CUST_00000468,Personal Loan,885363.7,42513.05,14.01,24,0.9085,0.756,0.175,675,0,0,0
LOAN_00000435,CUST_00000469,Auto Loan,1296659.24,42518.54,11.11,36,0.8506,0.51,0.302,620,0,0,0
LOAN_00000436,CUST_00000469,Two Wheeler Loan,1666495.88,27743.36,10.09,84,1.4057,0.67,0.302,620,0,0,0
LOAN_00000437,CUST_00000470,Business Loan,577221.61,19415.53,12.88,36,0.5907,0.972,0.449,599,0,0,0
LOAN_00000438,CUST_00000475,Gold Loan,850795.07,15206.04,12.41,84,0.3125,0.674,0.313,655,0,0,0
LOAN_00000439,CUST_00000475,Home Loan,8158032.86,65965.8,8.55,300,1.6684,0.825,0.313,655,0,0,0
LOAN_00000440,CUST_00000475,Auto Loan,328736.4,6025.13,13.25,84,1.7923,0.922,0.313,655,0,0,0
LOAN_00000441,CUST_00000476,Home Loan,2861917.61,35361.35,8.42,120,0.1841,0.788,0.299,777,1,0,0
LOAN_00000442,CUST_00000479,Auto Loan,409736.32,8794.66,10.44,60,0.4249,0.856,0.312,601,0,0,0
LOAN_00000443,CUST_00000480,Home Loan,1930291.01,15219.38,8.25,300,0.4834,0.814,0.329,612,0,0,0
LOAN_00000444,CUST_00000480,Personal Loan,798003.36,37893.57,12.88,24,1.687,0.593,0.329,612,0,0,0
LOAN_00000445,CUST_00000482,Personal Loan,909031.13,20771.77,13.19,60,0.1115,0.746,0.25,740,1,0,0
LOAN_00000446,CUST_00000485,Business Loan,281185.75,4859.05,11.3,84,0.1021,0.88,0.284,642,1,0,0
LOAN_00000447,CUST_00000485,Personal Loan,517908.61,11914.33,13.49,60,0.3523,0.931,0.284,642,1,0,0
LOAN_00000448,CUST_00000486,Two Wheeler Loan,392409.82,8356.87,10.1,60,0.1902,0.912,0.253,658,1,0,0
