transaction_frequency,average_transaction_amount,median_transaction_amount,largest_deposit,largest_withdrawal,average_balance,minimum_balance,maximum_balance,balance_variance,active_month_count,transaction_consistency,average_monthly_income,median_income,income_variance,income_consistency,average_monthly_expense,monthly_savings,monthly_transaction_count,cash_flow_stability,expense_stability,total_income,total_expense,essential_expense,discretionary_expense,atm_withdrawals,emi_payments,utility_payments,investment_amount,atm_ratio,emi_ratio,food_ratio,groceries_ratio,investment_ratio,others_ratio,salary_ratio,shopping_ratio,travel_ratio,utilities_ratio,expense_ratio,savings_ratio,essential_expense_ratio,discretionary_expense_ratio,atm_cash_ratio,financial_buffer,cash_reserve_ratio,Gender,Age,Education,Employment_Type,Annual_Income,Monthly_Income,Account_Type,Customer_Segment,Savings_Balance,Credit_Card_Holder,Device_Age_Years,OS,Rooted,SIM_Age_Years,Phone_Vintage_Years,KYC_Status,Face_Match_Score,OCR_Match_Score,Liveness_Score,Address_Match_Score,kyc_verified,total_loans,total_loan_amount,total_monthly_emi,avg_interest_rate,max_debt_to_income,avg_credit_score,approved_loan_count,income_stability_index,net_disposable_income,dti_ratio,device_risk_index,biometric_identity_score
94,9357.38414893617,2481.8450000000003,146420.73,35730.0,33473.190744680855,1300.5,152732.06,1548025260.5228326,12,0.2811728212273356,37606.293333333335,6101.1849999999995,3713314134.8916607,0.3919467824173443,35693.21583333333,1913.0775000000035,7.833333333333333,0.026571376519371,0.5239002319723385,451275.52,428318.59,154770.68,238556.39,34991.52,0.0,71499.64,104868.43,0.0816950765550474,0.0,0.1593623335377528,0.1944137890442719,0.2323822705915889,0.0,0.0,0.114709053370763,0.0380513252997027,0.166930975375129,0.949128793868544,0.0508712061314561,0.3613447644194009,0.5569601590255514,0.0816950765550474,0.0364354953633929,0.9378026037491632,Female,64,High School,Salaried - Govt,245839.38,20486.62,Savings,Mass Market,51890.35,0,3.0,Android 14,0,4.7,6.4,VERIFIED,0.91,0.91,0.97,0.83,1,1.0,514503.38,13887.26,13.33,0.6779,627.0,0.0,0.444728162239342,-29093.85583333333,0.6778697510863189,0.1612903225806451,0.906
99,6576.593131313131,3089.44,89658.26,25933.36,25237.100303030304,4152.67,98851.72,373662462.3539724,12,0.3454506448817236,24868.745,10473.46,1031606684.6274638,0.4471287215699202,29388.148333333334,-4519.403333333333,8.25,0.1034757084843844,0.590852393606533,298424.94,352657.78,131615.41,182009.68,39032.69,0.0,76047.19,56815.64,0.1106814941102391,0.0,0.2023268847209325,0.1575698117307946,0.1903850261308589,0.0,0.0,0.0542926062768273,0.0983820064879895,0.2156401880599373,1.1817302535103134,-0.1817302535103131,0.3732099997907319,0.5161085060990288,0.1106814941102391,0.1413042411824857,0.8587509501034222,Male,57,Bachelor's,Salaried - Private,1010996.25,84249.69,Savings,Affluent,73383.19,0,2.8,Android 10,0,1.6,4.3,VERIFIED,0.92,0.96,0.86,0.92,1,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.5046181903845652,54861.54166666667,0.0,0.1724137931034483,0.9200000000000002
93,9164.014852473118,3032.92,123661.33,82092.64,37192.97139784946,865.02,174427.5,1526513707.1335816,12,0.3279592784034702,27480.51833333333,7011.820000000001,1843412585.5481784,0.4006716151234688,43540.59677333333,-16060.078440000005,7.75,0.184972014240609,0.4872577561322008,329766.22,522487.16128,109281.98127999998,326201.83,87003.35,37900.20127999998,37627.43999999999,57415.31,0.1665176801413787,0.0725380527765529,0.0784067304154218,0.0646031950666651,0.1741091310080214,0.0,0.0,0.2006888929923526,0.2353409789032204,0.0720160087911433,1.5844168674402128,-0.5844168674402128,0.2091572566343615,0.6243250632242597,0.1665176801413787,0.0198669762039133,0.8542136340360978,Male,55,Bachelor's,Salaried - Govt,2356533.74,196377.81,Savings,Affluent,256520.14,0,4.7,Android 14,0,8.9,5.2,VERIFIED,0.89,0.95,0.93,0.9,1,1.0,462159.07,15636.6,13.29,0.0796,765.0,1.0,0.4353060715269616,137200.61322666667,0.0796250859503932,0.1041666666666666,0.918
97,5073.284432989691,2039.35,92708.18,26787.83,19284.10855670103,977.36,100699.29,364612195.2505811,12,0.3112774865784465,19446.130833333333,7433.389999999999,838940369.6279718,0.4122032716164479,21562.91833333333,-2116.787500000001,8.083333333333334,0.0779159835187216,0.5990267920078481,233353.57,258755.02,95946.89,115579.74,47228.39,0.0,56404.3,19724.01,0.1825216376478415,0.0,0.1222945162571145,0.1528186390354861,0.0845241407705911,0.0,0.0,0.0678482682191054,0.1803069559771246,0.2179834037615965,1.1088539163981936,-0.1088539163981935,0.3708020427970827,0.4466763195550757,0.1825216376478415,0.0453259612122694,0.8943181186607022,Male,29,High School,Self-Employed Professional,566416.82,47201.4,Savings,Mass Market,49468.62,0,1.2,iOS 16,0,7.1,4.0,VERIFIED,0.89,0.95,0.94,0.97,1,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.486932679773008,25638.48166666667,0.0,0.3846153846153846,0.934
95,7784.112375578948,1789.32,145755.37,40800.7,30239.21147368421,222.98,148191.56,1498824254.5179064,12,0.2804747713400144,30057.085833333334,2869.73,2771272025.5239544,0.3735789326741622,31567.137140000003,-1510.0513066666656,7.916666666666667,0.0242318677308819,0.5307065696009806,360685.03,378805.64568,101160.04568000004,232543.39,45102.21,27305.05568000003,60706.47,87746.54,0.1190642497395631,0.0720819660197627,0.1679752947867944,0.0347104647197031,0.2432774656602742,0.0,0.0,0.0900653419215956,0.1242051182092086,0.1602575639838336,1.0502394448696697,-0.0502394448696692,0.2670499947232994,0.6138857555371375,0.1190642497395631,0.0070636750811796,0.9579332880132128,Female,68,Bachelor's,Salaried - Private,1572502.01,131041.83,Savings,Affluent,81712.11,0,1.3,Android 13,0,3.5,4.9,VERIFIED,0.97,0.98,0.96,0.76,1,1.0,1994203.89,66598.63,12.38,0.5082,695.0,1.0,0.4364299874448896,32876.06285999999,0.5082242059653777,0.3571428571428571,0.929
97,7384.917113402062,1118.15,138283.42,41988.9,20764.29463917526,141.97,145471.96,1036771071.06134,12,0.2570779851799902,31861.00583333334,4444.505,2974262437.661481,0.3789621413620924,27833.740833333333,4027.265,8.083333333333334,0.0978925718475723,0.4615269507772299,382332.07000000007,334004.89,151309.97,165128.06,17566.859999999997,0.0,99147.91999999998,48972.67,0.0525946191985392,0.0,0.1763492744073297,0.1561715159319973,0.1280893595977967,0.0,0.0,0.0809981554461672,0.0904181073516618,0.2968457138456865,0.8735989371752151,0.1264010628247847,0.4530172297776837,0.4943881510237769,0.0525946191985392,0.0051006438857826,0.7460116397400742,Male,58,Bachelor's,Salaried - Private,403687.56,33640.63,Savings,Mass Market,5783.12,1,1.8,Android 12,0,9.1,4.1,VERIFIED,0.97,0.93,0.95,0.85,1,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.4119880651281474,5806.889166666664,0.0,0.2631578947368421,0.93
96,5940.421875,1842.77,85252.3,27554.71,22213.313229166662,201.06,92449.25,555897418.655123,12,0.3056947254942612,23264.263333333336,4387.84,1243238105.650206,0.4079925698582928,24259.111666666668,-994.848333333332,8.0,0.0264363590571983,0.6010412339379808,279171.16,291109.34,107475.94,169399.72,14233.68,12606.81,36090.39,50404.16,0.0488946180840504,0.0433060993508487,0.1608831238461809,0.2019129307221815,0.1805493088899298,0.0,0.0,0.0874414403879999,0.1604412967306373,0.1239753763998091,1.0427629415588633,-0.0427629415588629,0.3691944064728393,0.5819109754431101,0.0488946180840504,0.0082880198897087,0.9156688643174417,Male,48,Bachelor's,Salaried - Private,975895.68,81324.64,Savings,Affluent,73426.12,0,0.7,Android 12,0,8.1,4.3,VERIFIED,0.91,1.0,0.85,0.93,1,1.0,126338.06,4202.27,12.1,0.0517,642.0,1.0,0.485212035490168,52863.25833333333,0.0516727771558533,0.625,0.929
99,10595.40313131313,3184.96,130308.37,80050.98,48218.73777777778,2055.34,296109.39,3268472534.0704,12,0.3163687948576272,33139.225,4206.8150000000005,2944578050.857354,0.3894542296338339,54272.85083333333,-21133.62583333334,8.25,0.2023984414884596,0.4851490502443829,397670.7,651274.21,231747.69,286906.97,132619.55,0.0,117520.88,90375.44,0.2036308945812548,0.0,0.1740527849244944,0.1753897333045016,0.2272620034616581,0.0,0.0,0.0740194057430893,0.0536924531373659,0.1804476182159892,1.6377223919187407,-0.637722391918741,0.3558373515204909,0.4405317538982543,0.2036308945812548,0.0378705000463629,0.8884504321664041,Male,69,Diploma,Salaried - Private,800867.4,66738.95,Savings,Affluent,293327.8,1,0.5,Android 14,0,5.4,6.4,VERIFIED,0.88,0.95,0.86,0.88,1,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.4277321578780535,12466.099166666669,0.0,0.8333333333333334,0.897
92,8836.812065217391,2361.825,143642.65,84350.18,36456.41141304348,3353.05,174168.24,1526782681.177698,12,0.2984528049189581,28613.354166666668,4232.76,2304471966.877208,0.3836961244967106,39135.53833333333,-10522.184166666666,7.666666666666667,0.1259820785268572,0.466082332081947,343360.25,469626.46,141816.34,300829.58999999997,26980.53,0.0,81690.51000000001,43491.12,0.0574510431120086,0.0,0.0683039452248921,0.1280290510036423,0.1266632348968758,0.0,0.0,0.1293744820085308,0.3502857356035688,0.1739478435691208,1.367736830340728,-0.3677368303407281,0.3019768945727632,0.6405720623152281,0.0574510431120086,0.0856778810972448,0.9315423516735446,Male,18,Bachelor's,Salaried - Private,1991258.67,165938.22,Current,Affluent,258518.42,1,2.5,Android 14,0,4.3,4.6,VERIFIED,0.98,1.0,0.9,0.97,1,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.4166506075308052,126802.68166666669,0.0,0.1923076923076923,0.968
92,5840.26,1710.315,149849.62,15441.23,18866.336304347824,1653.6,151703.95,583871452.7873971,12,0.2571289322626179,25939.07416666667,5949.085,1876556801.541954,0.3847814126629952,18836.2525,7102.821666666667,7.666666666666667,0.1286380056962067,0.5492759667087823,311268.89,226035.03,88199.7,85002.66,52832.670000000006,0.0,44101.57,36263.37,0.2337366469259211,0.0,0.0601261671697523,0.1950942294209884,0.116501748697083,0.0,0.0,0.113547532875767,0.0419534529670025,0.195109448301,0.7261728918685063,0.2738271081314936,0.3902036777219885,0.3760596753520903,0.2337366469259212,0.0877881627462787,1.0015971225883613,Female,55,High School,Salaried - Private,273147.39,22762.28,Savings,Mass Market,58974.39,0,0.6,Android 13,0,3.9,1.1,VERIFIED,0.98,0.88,0.86,0.97,1,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.4505792342813101,3926.0275,0.0,0.7142857142857143,0.9240000000000002
98,82420.22578367346,4725.6900000000005,142678.21,1616479.75,499448.97673469386,1179.92,7459185.52,1665029493529.133,12,0.25334972778542,26726.564166666667,5879.755,2038986572.7141535,0.3820389163181555,646371.9464,-619645.3822333333,8.166666666666666,0.2702984370928383,0.2796303814959152,320718.76999999996,7756463.3568,1880252.8867999995,3340582.52,2535627.95,106939.41679999985,231879.29,903530.89,0.3269051671309766,0.0137871362089588,0.1668760091369791,0.198728996592067,2.817206146057495,0.0,0.0,0.1319587256352704,0.0153615062070191,0.0298949765290535,24.184625542184516,-23.184625542184513,0.2424111093300794,0.4306837235389439,0.3269051671309766,0.001825450511229,0.772695936939094,Male,43,Bachelor's,Salaried - Private,34230992.77,2852582.73,Savings,Ultra HNI,7456216.21,1,3.0,Android 13,0,3.6,3.4,VERIFIED,0.87,0.95,0.87,0.88,1,1.0,9205012.94,82879.1,9.01,0.0291,748.0,1.0,0.3410755023892594,2123331.6836,0.0290540565671867,0.1612903225806451,0.8960000000000001
94,7496.706595744681,2643.1099999999997,130324.71,29848.92,31455.374787234043,721.14,147700.24,956107400.0189092,12,0.2809478253090293,30697.483333333337,5622.81,2545585050.3092427,0.3885671938708276,28026.718333333338,2670.7650000000026,7.833333333333333,0.0458028896746546,0.5386996243915972,368369.8,336320.62,94470.03,198075.83,43774.759999999995,0.0,43390.53999999999,71428.0,0.1301578238051535,0.0,0.0925184129358467,0.1518773663059969,0.1939029746738196,0.0,0.0,0.1087164682320103,0.1753338525600958,0.1290154020291709,0.9129972652481284,0.0870027347518717,0.2808927683351678,0.5889494078596788,0.1301578238051535,0.0257304473332619,1.1223352806818936,Female,31,Master's,Salaried - Private,358320.5,29860.04,Savings,Mass Market,70158.56,0,3.4,iOS 17,0,8.1,4.6,VERIFIED,0.9,0.97,0.86,0.91,1,2.0,1240142.02,72530.04,12.335,2.429,635.0,0.0,0.4486201660791355,-70696.71833333332,2.429000095110388,0.1428571428571428,0.915
90,5663.865666666667,1582.48,117443.89,28221.08,19460.905222222224,1231.9,122451.26,710402926.4920433,12,0.2672833755590867,20326.566666666666,3479.92,1622922396.054515,0.345131655925278,22152.42583333333,-1825.8591666666673,7.5,0.1027910573931707,0.4408862969507041,243918.8,265829.11,100670.54,128706.04,36452.53,0.0,63816.73,28970.820000000003,0.1371276832699022,0.0,0.1037854356883638,0.1386372244935853,0.1187723947477603,0.0,0.0,0.231682865732801,0.0397171701774873,0.240066748145077,1.0898262454554548,-0.0898262454554548,0.3787039726386624,0.4841683440914353,0.1371276832699022,0.0556101624837099,0.8784999606200642,Male,43,Diploma,Salaried - Private,439667.0,36638.92,Savings,Mass Market,28930.7,0,3.3,Android 14,0,8.3,6.4,VERIFIED,0.91,0.9,0.87,0.83,1,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.3834335123354485,14486.494166666667,0.0,0.1470588235294117,0.8830000000000001
96,8869.070104166667,3768.775,139069.72,39134.53,46308.105104166665,664.2,159564.41,1843587594.776308,12,0.3191592596274937,30942.755833333333,12604.025,2093816606.6982088,0.41394149223177,40009.805,-9067.049166666664,8.0,0.1675814529596631,0.6271061567911643,371313.07,480117.66,69872.92,338565.21,71679.53,0.0,39599.66,65374.72,0.1492957580439761,0.0,0.1061378579575681,0.0630538355952163,0.1760636112270435,0.0,0.0,0.0990221646918799,0.3638473535841193,0.0824790739836564,1.29302655573099,-0.2930265557309899,0.1455329095788728,0.7051713323771511,0.1492957580439761,0.0166009306968629,1.1574189152925556,Male,57,Bachelor's,Self-Employed Business,1215271.23,101272.6,Savings,Affluent,153769.37,0,3.4,Android 13,0,3.4,6.9,VERIFIED,0.88,0.88,0.84,0.96,1,1.0,387889.08,9175.0,14.74,0.0906,671.0,0.0,0.4992073580555277,52087.795000000006,0.0905970617916396,0.1428571428571428,0.8880000000000001
100,33014.690656000006,6554.985000000001,144784.0,651285.12,204599.187,288.75,2364514.78,168652166039.87286,12,0.2796814314088039,40373.23583333333,6608.9349999999995,4143227101.827408,0.3958188088754126,234749.18630000003,-194375.9504666667,8.333333333333334,0.2918753525513856,0.3396097477186662,484478.83,2816990.2356,904310.9856,1693297.56,219381.69000000003,70973.02560000014,711889.71,94464.0,0.0778780441719469,0.0251946296096703,0.4018120459543989,0.0431127692475413,0.1949806558111115,0.0,0.0,0.1218107417141662,0.043945228647068,0.2527128780935843,5.814475393279826,-4.814475393279827,0.321020276950796,0.6011016788772571,0.0778780441719469,0.0012300362124833,0.871565053003125,Male,65,Bachelor's,Salaried - Private,3301692.62,275141.05,Salary,HNI,2360873.79,0,3.9,iOS 15,0,5.7,6.2,VERIFIED,0.97,0.98,0.86,0.8,1,1.0,515556.39,45263.28,9.74,0.1645,779.0,1.0,0.373335184412714,-4871.416300000041,0.1645093671046178,0.125,0.917
97,5374.033917525773,2013.56,103100.87,28671.84,19798.774536082474,674.93,103775.8,423733851.8978686,12,0.312628926446811,19049.806666666667,4869.01,1065066284.8146788,0.3787679291372672,24390.30083333333,-5340.494166666666,8.083333333333334,0.1513954796967188,0.5607232156571247,228597.68,292683.61,166509.8,104131.81,22041.999999999996,0.0,102731.23,40833.329999999994,0.0753099908805962,0.0,0.0356362626523569,0.2179096055293291,0.1786253036338776,0.0,0.0,0.1320629809096587,0.0485700582960555,0.3509975498798857,1.2803437462707408,-0.2803437462707407,0.5689071554092148,0.355782853710189,0.0753099908805962,0.0276720654087873,0.8117478612245821,Male,52,High School,Self-Employed Professional,894038.01,74503.17,Savings,Affluent,91725.23,0,0.9,Android 14,0,3.5,5.8,VERIFIED,0.94,0.96,0.92,0.81,1,2.0,915477.57,28065.98,13.28,0.3767,663.0,0.0,0.4515500437452102,22046.889166666668,0.3767085346838262,0.5,0.916
91,8695.09043956044,2843.93,147263.72,45089.22,31199.226153846153,3376.17,151708.42,1105821991.99132,12,0.2825475513456187,34847.8775,7030.465,2941364341.403784,0.4016036208202989,31089.891666666663,3757.985833333332,7.583333333333333,0.0693881596280117,0.5122527323293107,418174.53,373078.7,109558.01,191845.99,71674.7,0.0,62808.46000000001,30096.28,0.1921168375466088,0.0,0.1170297044564591,0.1253074753396535,0.0719706195401235,0.0,0.0,0.2787934288395451,0.0377307254474726,0.1683517713554807,0.892160266193161,0.1078397338068389,0.2936592466951343,0.5142239157582569,0.1921168375466088,0.1085938168005839,1.0035167213945846,Female,54,Diploma,Self-Employed Business,562523.47,46876.96,Salary,Mass Market,57039.22,1,0.2,iOS 17,0,4.6,0.8,VERIFIED,0.85,0.88,0.86,0.76,1,3.0,18924181.549999997,234142.32,9.206666666666669,4.9948,678.0,0.0,0.4458632654239036,-218355.25166666668,4.994827309620761,1.6666666666666663,0.8430000000000001
95,4978.83452631579,1059.46,111486.35,39508.62,13842.67452631579,701.78,114458.39,344623143.081159,12,0.2626889647444757,19365.115833333333,1657.695,1276137474.9705174,0.3615216178075706,20050.6575,-685.5416666666673,7.916666666666667,0.0277417116796725,0.4782734248805271,232381.39,240607.89,78650.51,118730.4,43226.98,0.0,42863.88,22045.83,0.1796573670131931,0.0,0.2189687960773023,0.1487342331126381,0.0948691717525228,0.0,0.0,0.1589910871168854,0.0238746950484458,0.1781482726938006,1.0354008554643728,-0.0354008554643726,0.3268825058064388,0.4934601271803679,0.1796573670131931,0.0350003484923125,0.6903850672386075,Male,64,Master's,Salaried - Private,582790.15,48565.85,Savings,Mass Market,46778.33,1,0.4,Android 11,0,6.7,0.6,VERIFIED,0.88,0.99,0.93,0.85,1,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.4082223406367532,28515.192499999997,0.0,1.0,0.917
97,7799.676701030928,1769.69,145492.25,38762.99,27358.489896907216,1896.78,150636.6,1172260290.6041095,12,0.2683937852126704,31729.289166666666,3391.285,2873449380.5232263,0.3820498192580975,31318.0975,411.1916666666687,8.083333333333334,0.009091294242321,0.5371476586523057,380751.47,375817.17,114588.47,215385.01,45843.689999999995,0.0,88194.52999999998,48836.54,0.1219840221775923,0.0,0.3182273444292074,0.0702307986620196,0.1282635625805988,0.0,0.0,0.1191332210819425,0.0058029812741126,0.2346740304600771,0.9870406278405176,0.0129593721594824,0.3049048291220968,0.5731111487003109,0.1219840221775923,0.0605649816372147,0.8735680670547505,Male,39,Bachelor's,Self-Employed Professional,192588.91,16049.08,Salary,Mass Market,24478.89,0,3.3,Android 11,0,8.0,3.7,VERIFIED,0.94,0.94,0.88,0.95,1,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.4440889550157808,-15269.0175,0.0,0.1470588235294117,0.93
100,10384.8994184,1643.335,72713.62,149069.5,46493.7041,115.61,493162.64,7867666101.987859,12,0.2945567914016662,18092.368333333336,4504.47,818702648.1013789,0.3977595023153232,68448.46015333333,-50356.091819999994,8.333333333333334,0.2678367527817454,0.3431049144108449,217108.42,821381.52184,123635.39183999995,620955.83,76790.3,29750.93183999996,84199.67,62935.25,0.0934891983301254,0.0362206003531149,0.3687724302848434,0.0117908544841681,0.2898793607359862,0.0,0.0,0.2431619712512913,0.0674339128982614,0.1025098176196877,3.7832780591374577,-2.783278059137457,0.1505212724569708,0.7559895292129037,0.0934891983301254,0.0016890080469453,0.6792512789308648,Female,31,Bachelor's,Salaried - Govt,3923606.32,326967.19,Salary,HNI,629454.84,1,0.7,Android 13,0,2.4,0.9,VERIFIED,0.94,0.89,0.94,0.82,1,1.0,895704.25,79913.64,12.79,0.2444,760.0,1.0,0.3758976671535319,178605.08984666667,0.2444087432748221,0.625,0.901
98,9744.423673469388,2016.025,137386.79,78612.64,30883.12612244898,1394.42,247956.86,1546470027.4942706,12,0.3209268731615638,28156.117500000004,6077.15,2137039057.091748,0.3888182391856425,51423.3425,-23267.224999999995,8.166666666666666,0.2108371462270403,0.4061024925028585,337873.41000000003,617080.11,128686.36,326168.8,162224.95,0.0,82252.83,121896.72,0.2628912314156423,0.0,0.0766942885260067,0.0752471668548837,0.3607763037641819,0.0,0.0,0.0944921397644789,0.1598436546593602,0.1332936010528682,1.8263648210730756,-0.8263648210730755,0.2085407679077519,0.5285680006766058,0.2628912314156423,0.0271164792525884,0.6005662919023395,Female,21,Master's,Salaried - Govt,1256680.45,104723.37,Savings,Affluent,306386.21,1,1.4,Android 12,1,3.8,3.9,VERIFIED,0.98,0.89,0.84,0.76,1,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.3957319405125289,53300.0275,0.0,0.8333333333333333,0.881
100,15822.8578,4185.5,140481.92,179624.61,106533.7302,1264.04,777465.99,32826540946.597157,12,0.3329862109632718,33763.839166666665,7226.045,2858220901.1886086,0.3974619440092761,98093.30916666666,-64329.47,8.333333333333334,0.3205977500724227,0.4513636044234536,405166.07,1177119.71,284178.31,820444.37,72497.03,0.0,211393.24999999997,224026.11999999997,0.0615884938329679,0.0,0.261713942416273,0.061833184324133,0.5529241873585317,0.0,0.0,0.0633278496373151,0.181634160216381,0.1795851757507314,2.9052771126664183,-1.9052771126664183,0.2414183600748644,0.6969931460921677,0.0615884938329679,0.0128860980502994,1.0860448190099543,Female,46,Master's,Self-Employed Professional,2538567.63,211547.3,Savings,HNI,811133.77,0,4.9,Android 12,1,2.2,6.6,VERIFIED,0.85,0.96,0.92,0.88,1,2.0,901255.94,41329.39,12.09,0.1954,714.0,0.0,0.4190226081749472,72124.60083333333,0.1953671353876887,0.6,0.903
95,6981.427368421052,1945.49,119025.11,27374.48,27424.306315789476,646.44,121375.5,1322723913.2477212,12,0.2788649567848362,28260.5475,4690.59,2218834943.711057,0.3852410624644797,27009.08583333333,1251.4616666666657,7.916666666666667,0.0225205006241883,0.5211495244974991,339126.57,324109.03,97849.96,161860.94,64398.13,0.0,79800.24999999999,47045.74999999999,0.1986927979143314,0.0,0.0818903132689638,0.0556902410278417,0.1387262283813385,0.0,0.0,0.1467928554782938,0.1255654925751374,0.2462142137786163,0.9557170056005934,0.0442829943994066,0.3019044548064581,0.4994027472792103,0.1986927979143314,0.02393416807918,1.0153733630608002,Male,49,Bachelor's,Salaried - Private,582184.03,48515.34,Salary,Mass Market,31129.58,1,2.7,Android 14,0,4.9,5.7,VERIFIED,0.91,0.95,0.85,0.9,1,1.0,1528319.29,34547.5,12.71,0.7121,651.0,0.0,0.4396044472776875,-13041.245833333334,0.7120943602580133,0.1785714285714285,0.908
97,22361.49534020619,4618.27,136414.54,401203.48,110686.7137113402,1210.5,1286275.34,43264671978.92907,12,0.294489243817618,33293.916666666664,5393.04,3090339288.8370247,0.3848274698127557,147461.50400000002,-114167.58733333331,8.083333333333334,0.269218844762589,0.3320408956285632,399527.0,1769538.0480000002,515172.1880000002,1125006.98,129358.88,48204.9780000002,344911.63000000006,846563.83,0.073103192184088,0.0272415606177461,0.0726551939051609,0.0689759568255409,2.1189151922147937,0.0,0.0,0.0359036755789497,0.0487947123248293,0.1949161988293116,4.429082510068156,-3.429082510068156,0.2911337162725987,0.6357630915433132,0.073103192184088,0.0082089221062061,0.7506143007421123,Female,60,Diploma,Salaried - Private,2827304.64,235608.72,Current,HNI,1419832.03,0,1.5,Android 13,0,8.8,1.7,VERIFIED,0.98,0.94,0.89,0.81,1,2.0,2556771.95,71869.14,9.95,0.305,762.0,2.0,0.3637128401390787,16278.075999999972,0.3050359935744313,0.3125,0.916
92,5233.935326086957,1963.845,86727.91,24303.26,18962.297173913044,1217.63,87945.54,435670474.6293127,12,0.3108306647907912,19711.631666666668,4841.9400000000005,924404053.1325424,0.4037632059468805,20415.205833333333,-703.5741666666672,7.666666666666667,0.0169604890929238,0.5130887476820847,236539.58,244982.47,78384.94,132474.33,34123.2,0.0,33498.719999999994,57191.630000000005,0.1392883335693366,0.0,0.0998829426448349,0.1832221709577832,0.2417846095778136,0.0,0.0,0.0950977431160686,0.1123176282776478,0.1367392532208529,1.0356933499247778,-0.0356933499247779,0.3199614241786361,0.5407502422520272,0.1392883335693366,0.0596432879462763,0.9288320347450024,Male,41,Diploma,Retired,505712.22,42142.68,Savings,Mass Market,30697.89,1,1.5,Android 12,0,6.3,5.7,VERIFIED,0.87,0.99,0.97,0.95,1,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.4474934226409622,21727.474166666667,0.0,0.3125,0.942
95,6128.770421052631,1476.54,149038.62,46448.32,20590.714842105263,312.16,152430.22,808822145.5932934,12,0.2435608864896658,25712.756666666664,2413.38,2414462564.512115,0.3534098535922447,22806.67583333333,2906.080833333331,7.916666666666667,0.077318660273644,0.5344855485914779,308553.08,273680.11,43066.79,189452.24,41161.08,0.0,20736.090000000004,98002.27,0.150398507220711,0.0,0.1495497060418457,0.0815941648079577,0.3176188356311335,0.0,0.0,0.0878245043090635,0.0967749172565006,0.0757676178952135,0.8869790248083084,0.1130209751916914,0.1573617827031712,0.6922397100761177,0.150398507220711,0.013687220456028,0.9028371777008682,Male,67,High School,Self-Employed Professional,508423.19,42368.6,Salary,Mass Market,56877.53,0,0.4,Android 14,0,5.3,0.6,VERIFIED,0.94,0.96,0.88,0.97,1,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.425840131591938,19561.924166666668,0.0,1.0,0.94
90,8097.157222222222,2607.69,147630.06,53966.49,27148.61533333333,829.77,155459.76,1340623656.2481558,12,0.2644630168455804,29243.721666666665,4747.54,3406394459.195214,0.3435531176817752,31484.9575,-2241.235833333336,7.5,0.0977794938662195,0.4441028166231774,350924.66,377819.49,161558.64,177100.52000000002,39160.33,0.0,111622.17,1153.07,0.103648252767479,0.0,0.0722767107647093,0.1321701799978608,0.0032858049930147,0.0,0.0,0.2161264364630845,0.1772886835456794,0.2954378293189692,1.0766398975780158,-0.0766398975780158,0.4276080093168301,0.4687437379156909,0.103648252767479,0.0263544900767295,0.8622725736038657,Male,63,High School,Self-Employed Professional,349898.2,29158.18,Savings,Mass Market,28543.64,0,0.1,Android 12,0,9.9,1.2,VERIFIED,0.92,0.94,0.91,0.92,1,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.3837729972583361,-2326.7775,0.0,2.5,0.9240000000000002
96,5864.033541666667,1379.055,113496.53,23969.09,21611.638645833333,482.03,118180.55,766351132.099239,12,0.2720577522271789,24805.619166666667,4087.05,1640806614.4393177,0.3901086798420634,22106.649166666662,2698.9700000000003,8.0,0.0558600457570398,0.4668642112696246,297667.43,265279.79,95793.78,151180.93,18305.08,0.0,67978.95999999999,54570.72,0.0690029195213099,0.0,0.1511821537554745,0.1048508821572875,0.183327816550168,0.0,0.0,0.0431955634464276,0.1698046051680001,0.2562538216725819,0.8911952174277179,0.1088047825722821,0.3611047038298696,0.5698923766488205,0.0690029195213099,0.0218047518810234,0.977608070897523,Male,50,High School,Retired,376006.93,31333.91,Savings,Mass Market,5847.81,0,4.1,iOS 17,0,5.6,5.0,VERIFIED,0.98,0.91,0.87,0.79,1,1.0,9418127.46,115866.58,8.32,3.6978,647.0,0.0,0.4208108924130879,-106639.31916666664,3.6978015191848064,0.119047619047619,0.899
