Fraud_Record_ID,Customer_ID,Transaction_ID,Fraud_Type,Fraud_Score,Device_Risk,Geo_Risk,Velocity_Risk,AML_Risk,Final_Label
FRD_00000781,CUST_00000546,TXN_0000051753,None,0.138,0.191,0.205,0.068,0.066,0
FRD_00000782,CUST_00000881,TXN_0000083447,None,0.236,0.264,0.02,0.554,0.007,0
FRD_00000783,CUST_00000695,TXN_0000065863,None,0.189,0.331,0.011,0.228,0.07,0
FRD_00000784,CUST_00000463,TXN_0000043839,None,0.172,0.269,0.168,0.179,0.0,0
FRD_00000785,CUST_00000594,TXN_0000056232,None,0.096,0.226,0.018,0.048,0.005,0
FRD_00000786,CUST_00000745,TXN_0000070613,None,0.16,0.133,0.001,0.423,0.035,0
FRD_00000787,CUST_00000494,TXN_0000046774,None,0.148,0.347,0.067,0.051,0.001,0
FRD_00000788,CUST_00000461,TXN_0000043695,None,0.243,0.199,0.012,0.622,0.076,0
FRD_00000789,CUST_00000316,TXN_0000029939,None,0.146,0.28,0.0,0.193,0.0,0
FRD_00000790,CUST_00000609,TXN_0000057721,None,0.115,0.292,0.021,0.036,0.0,0
FRD_00000791,CUST_00000065,TXN_0000006118,None,0.1,0.112,0.226,0.058,0.003,0
FRD_00000792,CUST_00000324,TXN_0000030711,None,0.18,0.317,0.205,0.091,0.027,0
FRD_00000793,CUST_00000397,TXN_0000037542,None,0.173,0.199,0.013,0.295,0.137,0
FRD_00000794,CUST_00000210,TXN_0000019911,UPI Phishing / Collect Request Fraud,0.415,0.887,0.253,0.212,0.004,1
FRD_00000795,CUST_00000386,TXN_0000036515,None,0.047,0.126,0.009,0.005,0.0,0
FRD_00000796,CUST_00000064,TXN_0000006072,None,0.272,0.38,0.363,0.266,0.001,0
FRD_00000797,CUST_00000855,TXN_0000080985,None,0.176,0.163,0.0,0.475,0.003,0
FRD_00000798,CUST_00000094,TXN_0000008881,None,0.145,0.167,0.007,0.339,0.0,0
FRD_00000799,CUST_00000262,TXN_0000024769,None,0.162,0.059,0.498,0.165,0.002,0
FRD_00000800,CUST_00000690,TXN_0000065333,None,0.292,0.298,0.24,0.492,0.083,0
FRD_00000801,CUST_00000407,TXN_0000038573,None,0.137,0.282,0.136,0.013,0.041,0
FRD_00000802,CUST_00000438,TXN_0000041491,None,0.205,0.185,0.173,0.35,0.093,0
FRD_00000803,CUST_00000188,TXN_0000017776,None,0.126,0.124,0.004,0.274,0.068,0
FRD_00000804,CUST_00000231,TXN_0000021825,None,0.17,0.262,0.049,0.168,0.131,0
FRD_00000805,CUST_00000797,TXN_0000075550,None,0.145,0.189,0.387,0.005,0.0,0
FRD_00000806,CUST_00000189,TXN_0000017912,None,0.082,0.098,0.023,0.172,0.0,0
FRD_00000807,CUST_00000978,TXN_0000092644,None,0.163,0.211,0.046,0.304,0.021,0
FRD_00000808,CUST_00000685,TXN_0000064916,None,0.192,0.173,0.019,0.509,0.004,0
FRD_00000809,CUST_00000651,TXN_0000061673,None,0.13,0.146,0.127,0.215,0.0,0
FRD_00000810,CUST_00000740,TXN_0000070126,None,0.17,0.213,0.069,0.324,0.001,0
FRD_00000811,CUST_00000527,TXN_0000049879,None,0.275,0.295,0.088,0.423,0.242,0
FRD_00000812,CUST_00000058,TXN_0000005449,None,0.255,0.305,0.017,0.564,0.019,0
FRD_00000813,CUST_00000939,TXN_0000088893,None,0.214,0.264,0.094,0.34,0.088,0
FRD_00000814,CUST_00000232,TXN_0000022003,UPI Phishing / Collect Request Fraud,0.353,0.89,0.0,0.165,0.002,1
FRD_00000815,CUST_00000895,TXN_0000084803,None,0.17,0.221,0.021,0.32,0.041,0
FRD_00000816,CUST_00000968,TXN_0000091684,None,0.109,0.276,0.018,0.033,0.004,0
FRD_00000817,CUST_00000523,TXN_0000049537,None,0.075,0.055,0.04,0.084,0.134,0
FRD_00000818,CUST_00000996,TXN_0000094355,UPI Phishing / Collect Request Fraud,0.369,0.891,0.001,0.066,0.201,1
FRD_00000819,CUST_00000752,TXN_0000071271,None,0.139,0.232,0.024,0.21,0.004,0
FRD_00000820,CUST_00000531,TXN_0000050304,None,0.134,0.259,0.005,0.106,0.078,0
FRD_00000821,CUST_00000102,TXN_0000009667,None,0.126,0.181,0.157,0.123,0.0,0
FRD_00000822,CUST_00000061,TXN_0000005758,None,0.256,0.238,0.01,0.682,0.0,0
FRD_00000823,CUST_00000146,TXN_0000013801,None,0.245,0.263,0.477,0.23,0.0,0
FRD_00000824,CUST_00000220,TXN_0000020845,None,0.141,0.306,0.064,0.086,0.0,0
FRD_00000825,CUST_00000716,TXN_0000067818,None,0.143,0.292,0.111,0.074,0.003,0
FRD_00000826,CUST_00000231,TXN_0000021901,None,0.187,0.274,0.138,0.167,0.109,0
FRD_00000827,CUST_00000975,TXN_0000092374,None,0.161,0.326,0.011,0.159,0.025,0
FRD_00000828,CUST_00000814,TXN_0000077111,None,0.22,0.201,0.001,0.597,0.0,0
FRD_00000829,CUST_00000434,TXN_0000041098,None,0.259,0.252,0.088,0.607,0.007,0
FRD_00000830,CUST_00000086,TXN_0000008131,None,0.132,0.144,0.028,0.011,0.368,0
FRD_00000831,CUST_00000377,TXN_0000035706,None,0.219,0.219,0.013,0.519,0.048,0
FRD_00000832,CUST_00000886,TXN_0000083872,None,0.129,0.259,0.0,0.129,0.029,0
FRD_00000833,CUST_00000280,TXN_0000026524,None,0.133,0.318,0.001,0.078,0.012,0
FRD_00000834,CUST_00000723,TXN_0000068523,None,0.257,0.329,0.0,0.564,0.005,0
FRD_00000835,CUST_00000854,TXN_0000080901,None,0.18,0.289,0.006,0.288,0.03,0
FRD_00000836,CUST_00000604,TXN_0000057169,None,0.092,0.042,0.06,0.261,0.0,0
FRD_00000837,CUST_00000168,TXN_0000015941,None,0.296,0.309,0.023,0.604,0.159,0
FRD_00000838,CUST_00000844,TXN_0000079942,None,0.169,0.286,0.223,0.096,0.0,0
FRD_00000839,CUST_00000600,TXN_0000056834,None,0.158,0.157,0.006,0.408,0.0,0
FRD_00000840,CUST_00000830,TXN_0000078642,None,0.356,0.355,0.161,0.798,0.0,0
FRD_00000841,CUST_00000192,TXN_0000018179,None,0.231,0.316,0.264,0.083,0.232,0
FRD_00000842,CUST_00000404,TXN_0000038220,None,0.113,0.205,0.036,0.118,0.021,0
FRD_00000843,CUST_00000676,TXN_0000064081,None,0.075,0.193,0.006,0.023,0.002,0
FRD_00000844,CUST_00000445,TXN_0000042153,Account Takeover (ATO),0.406,0.989,0.032,0.1,0.144,1
FRD_00000845,CUST_00000436,TXN_0000041295,None,0.121,0.087,0.063,0.307,0.008,0
FRD_00000846,CUST_00000945,TXN_0000089539,None,0.166,0.272,0.055,0.133,0.131,0
FRD_00000847,CUST_00000623,TXN_0000059059,None,0.183,0.367,0.005,0.162,0.066,0
FRD_00000848,CUST_00000057,TXN_0000005394,None,0.214,0.288,0.128,0.09,0.325,0
FRD_00000849,CUST_00000081,TXN_0000007678,None,0.174,0.301,0.338,0.005,0.0,0
FRD_00000850,CUST_00000564,TXN_0000053368,None,0.105,0.173,0.149,0.032,0.032,0
FRD_00000851,CUST_00000687,TXN_0000065039,None,0.103,0.229,0.016,0.072,0.008,0
FRD_00000852,CUST_00000489,TXN_0000046323,None,0.216,0.224,0.183,0.401,0.005,0
FRD_00000853,CUST_00000111,TXN_0000010537,None,0.191,0.272,0.043,0.347,0.0,0
FRD_00000854,CUST_00000151,TXN_0000014345,None,0.131,0.341,0.007,0.035,0.009,0
FRD_00000855,CUST_00000736,TXN_0000069760,None,0.05,0.083,0.002,0.081,0.002,0
FRD_00000856,CUST_00000366,TXN_0000034617,None,0.14,0.274,0.029,0.149,0.007,0
FRD_00000857,CUST_00000902,TXN_0000085413,None,0.226,0.287,0.047,0.411,0.065,0
FRD_00000858,CUST_00000088,TXN_0000008342,None,0.307,0.22,0.338,0.139,0.636,0
FRD_00000859,CUST_00000884,TXN_0000083663,None,0.227,0.189,0.001,0.621,0.025,0
FRD_00000860,CUST_00000559,TXN_0000052937,None,0.114,0.261,0.011,0.02,0.079,0
FRD_00000861,CUST_00000128,TXN_0000012107,None,0.143,0.258,0.055,0.096,0.09,0
FRD_00000862,CUST_00000910,TXN_0000086153,None,0.118,0.189,0.005,0.171,0.04,0
FRD_00000863,CUST_00000959,TXN_0000090840,None,0.088,0.154,0.142,0.023,0.002,0
FRD_00000864,CUST_00000165,TXN_0000015615,None,0.149,0.168,0.075,0.288,0.014,0
FRD_00000865,CUST_00000932,TXN_0000088317,None,0.119,0.226,0.031,0.133,0.0,0
FRD_00000866,CUST_00000181,TXN_0000017114,None,0.249,0.317,0.002,0.546,0.005,0
FRD_00000867,CUST_00000725,TXN_0000068646,None,0.179,0.145,0.044,0.476,0.0,0
FRD_00000868,CUST_00000324,TXN_0000030733,None,0.123,0.253,0.017,0.055,0.089,0
FRD_00000869,CUST_00000729,TXN_0000069061,None,0.132,0.171,0.025,0.037,0.287,0
FRD_00000870,CUST_00000235,TXN_0000022226,None,0.168,0.261,0.266,0.049,0.057,0
FRD_00000871,CUST_00000077,TXN_0000007216,None,0.234,0.343,0.025,0.426,0.013,0
FRD_00000872,CUST_00000027,TXN_0000002514,None,0.023,0.034,0.011,0.034,0.0,0
FRD_00000873,CUST_00000772,TXN_0000073103,None,0.152,0.137,0.027,0.299,0.118,0
FRD_00000874,CUST_00000461,TXN_0000043713,None,0.23,0.312,0.017,0.468,0.0,0
FRD_00000875,CUST_00000657,TXN_0000062227,None,0.136,0.216,0.152,0.109,0.013,0
FRD_00000876,CUST_00000911,TXN_0000086299,None,0.237,0.341,0.205,0.244,0.08,0
FRD_00000877,CUST_00000438,TXN_0000041472,None,0.158,0.126,0.053,0.375,0.05,0
FRD_00000878,CUST_00000268,TXN_0000025386,Account Takeover (ATO),0.315,0.86,0.014,0.028,0.019,1
FRD_00000879,CUST_00000110,TXN_0000010381,None,0.125,0.224,0.189,0.023,0.013,0
FRD_00000880,CUST_00000033,TXN_0000003086,None,0.107,0.163,0.217,0.004,0.027,0
FRD_00000881,CUST_00000897,TXN_0000084969,None,0.075,0.108,0.114,0.056,0.002,0
FRD_00000882,CUST_00000753,TXN_0000071340,None,0.223,0.27,0.253,0.278,0.043,0
FRD_00000883,CUST_00000211,TXN_0000019967,None,0.241,0.171,0.196,0.248,0.399,0
FRD_00000884,CUST_00000060,TXN_0000005642,None,0.07,0.128,0.055,0.055,0.001,0
FRD_00000885,CUST_00000719,TXN_0000068140,None,0.177,0.221,0.0,0.387,0.012,0
FRD_00000886,CUST_00000784,TXN_0000074292,None,0.177,0.209,0.291,0.059,0.154,0
FRD_00000887,CUST_00000128,TXN_0000012068,None,0.153,0.357,0.014,0.101,0.0,0
FRD_00000888,CUST_00000906,TXN_0000085778,None,0.206,0.17,0.216,0.413,0.002,0
FRD_00000889,CUST_00000703,TXN_0000066637,None,0.062,0.132,0.028,0.003,0.045,0
FRD_00000890,CUST_00000666,TXN_0000063107,None,0.109,0.169,0.135,0.04,0.063,0
FRD_00000891,CUST_00000093,TXN_0000008816,None,0.24,0.226,0.216,0.472,0.0,0
FRD_00000892,CUST_00000155,TXN_0000014671,None,0.31,0.256,0.229,0.586,0.141,0
FRD_00000893,CUST_00000300,TXN_0000028350,None,0.075,0.169,0.004,0.013,0.06,0
FRD_00000894,CUST_00000294,TXN_0000027872,None,0.38,0.363,0.144,0.893,0.003,0
FRD_00000895,CUST_00000256,TXN_0000024187,None,0.096,0.142,0.011,0.174,0.001,0
FRD_00000896,CUST_00000440,TXN_0000041677,None,0.063,0.108,0.0,0.009,0.114,0
FRD_00000897,CUST_00000043,TXN_0000004064,None,0.124,0.139,0.032,0.266,0.01,0
FRD_00000898,CUST_00000012,TXN_0000001123,None,0.095,0.185,0.006,0.114,0.002,0
FRD_00000899,CUST_00000893,TXN_0000084572,None,0.234,0.166,0.064,0.534,0.15,0
FRD_00000900,CUST_00000611,TXN_0000057901,None,0.108,0.153,0.193,0.035,0.037,0
FRD_00000901,CUST_00000994,TXN_0000094114,None,0.191,0.026,0.133,0.6,0.026,0
FRD_00000902,CUST_00000148,TXN_0000013982,None,0.072,0.117,0.036,0.083,0.015,0
FRD_00000903,CUST_00000396,TXN_0000037502,None,0.164,0.301,0.041,0.19,0.016,0
FRD_00000904,CUST_00000962,TXN_0000091140,None,0.077,0.155,0.031,0.065,0.001,0
FRD_00000905,CUST_00000683,TXN_0000064743,None,0.196,0.313,0.258,0.035,0.129,0
FRD_00000906,CUST_00000058,TXN_0000005474,None,0.215,0.138,0.383,0.242,0.147,0
FRD_00000907,CUST_00000419,TXN_0000039658,None,0.223,0.263,0.0,0.218,0.384,0
FRD_00000908,CUST_00000320,TXN_0000030283,None,0.267,0.099,0.229,0.721,0.03,0
FRD_00000909,CUST_00000845,TXN_0000079990,None,0.095,0.241,0.035,0.01,0.004,0
FRD_00000910,CUST_00000969,TXN_0000091765,None,0.243,0.169,0.181,0.562,0.038,0
FRD_00000911,CUST_00000810,TXN_0000076733,None,0.11,0.242,0.0,0.054,0.058,0
FRD_00000912,CUST_00000182,TXN_0000017241,None,0.216,0.254,0.002,0.257,0.313,0
FRD_00000913,CUST_00000756,TXN_0000071586,None,0.223,0.238,0.231,0.375,0.0,0
FRD_00000914,CUST_00000384,TXN_0000036326,None,0.251,0.215,0.56,0.151,0.13,0
FRD_00000915,CUST_00000841,TXN_0000079708,None,0.089,0.142,0.0,0.156,0.0,0
FRD_00000916,CUST_00000880,TXN_0000083327,None,0.155,0.286,0.017,0.175,0.038,0
FRD_00000917,CUST_00000570,TXN_0000053967,None,0.122,0.294,0.001,0.059,0.023,0
FRD_00000918,CUST_00000412,TXN_0000039053,None,0.162,0.236,0.007,0.171,0.178,0
FRD_00000919,CUST_00000070,TXN_0000006607,None,0.102,0.231,0.036,0.054,0.0,0
FRD_00000920,CUST_00000273,TXN_0000025800,None,0.078,0.104,0.01,0.158,0.001,0
FRD_00000921,CUST_00000085,TXN_0000007996,None,0.091,0.097,0.056,0.184,0.0,0
FRD_00000922,CUST_00000946,TXN_0000089587,None,0.096,0.136,0.105,0.111,0.0,0
FRD_00000923,CUST_00000159,TXN_0000015063,Account Takeover (ATO),0.414,0.993,0.016,0.251,0.002,1
FRD_00000924,CUST_00000687,TXN_0000065070,None,0.261,0.228,0.035,0.639,0.07,0
FRD_00000925,CUST_00000552,TXN_0000052271,None,0.236,0.255,0.019,0.35,0.276,0
FRD_00000926,CUST_00000036,TXN_0000003395,None,0.159,0.272,0.027,0.096,0.174,0
FRD_00000927,CUST_00000172,TXN_0000016265,None,0.153,0.174,0.101,0.282,0.006,0
FRD_00000928,CUST_00000294,TXN_0000027798,None,0.112,0.216,0.002,0.108,0.046,0
FRD_00000929,CUST_00000778,TXN_0000073672,None,0.044,0.081,0.003,0.028,0.039,0
FRD_00000930,CUST_00001000,TXN_0000094715,None,0.064,0.101,0.003,0.082,0.036,0
FRD_00000931,CUST_00000590,TXN_0000055877,None,0.211,0.126,0.454,0.302,0.005,0
FRD_00000932,CUST_00000592,TXN_0000056052,None,0.204,0.205,0.041,0.494,0.001,0
FRD_00000933,CUST_00000613,TXN_0000058094,None,0.09,0.142,0.031,0.07,0.081,0
FRD_00000934,CUST_00000524,TXN_0000049602,None,0.194,0.311,0.008,0.323,0.015,0
FRD_00000935,CUST_00000483,TXN_0000045771,None,0.116,0.224,0.08,0.082,0.004,0
FRD_00000936,CUST_00000831,TXN_0000078727,None,0.101,0.262,0.021,0.007,0.019,0
FRD_00000937,CUST_00000367,TXN_0000034782,None,0.161,0.189,0.239,0.185,0.006,0
FRD_00000938,CUST_00000596,TXN_0000056446,None,0.116,0.18,0.011,0.183,0.027,0
FRD_00000939,CUST_00000180,TXN_0000017100,None,0.162,0.371,0.104,0.045,0.001,0
FRD_00000940,CUST_00000435,TXN_0000041172,None,0.038,0.05,0.085,0.003,0.015,0
FRD_00000941,CUST_00000772,TXN_0000073172,None,0.166,0.18,0.003,0.368,0.053,0
FRD_00000942,CUST_00000226,TXN_0000021418,None,0.18,0.338,0.031,0.09,0.166,0
FRD_00000943,CUST_00000782,TXN_0000074077,None,0.179,0.213,0.255,0.212,0.0,0
FRD_00000944,CUST_00000577,TXN_0000054590,None,0.102,0.236,0.0,0.046,0.038,0
FRD_00000945,CUST_00000468,TXN_0000044368,None,0.06,0.133,0.008,0.015,0.041,0
FRD_00000946,CUST_00000057,TXN_0000005347,None,0.152,0.172,0.113,0.276,0.001,0
FRD_00000947,CUST_00000514,TXN_0000048684,None,0.147,0.237,0.021,0.03,0.261,0
FRD_00000948,CUST_00000225,TXN_0000021322,None,0.145,0.271,0.087,0.129,0.002,0
FRD_00000949,CUST_00000730,TXN_0000069128,None,0.082,0.17,0.08,0.016,0.01,0
FRD_00000950,CUST_00000845,TXN_0000080003,None,0.236,0.22,0.397,0.287,0.038,0
FRD_00000951,CUST_00000693,TXN_0000065689,None,0.149,0.174,0.204,0.176,0.016,0
FRD_00000952,CUST_00000975,TXN_0000092295,None,0.113,0.133,0.264,0.008,0.057,0
FRD_00000953,CUST_00000546,TXN_0000051723,None,0.123,0.343,0.004,0.009,0.001,0
FRD_00000954,CUST_00000176,TXN_0000016727,None,0.162,0.363,0.061,0.092,0.0,0
FRD_00000955,CUST_00000748,TXN_0000070899,None,0.142,0.128,0.092,0.316,0.0,0
FRD_00000956,CUST_00000151,TXN_0000014306,None,0.162,0.18,0.303,0.028,0.159,0
FRD_00000957,CUST_00000034,TXN_0000003167,None,0.132,0.26,0.038,0.095,0.048,0
FRD_00000958,CUST_00000462,TXN_0000043787,None,0.089,0.094,0.034,0.171,0.035,0
FRD_00000959,CUST_00000093,TXN_0000008823,None,0.195,0.159,0.286,0.226,0.13,0
FRD_00000960,CUST_00000624,TXN_0000059111,None,0.239,0.289,0.167,0.418,0.0,0
FRD_00000961,CUST_00000716,TXN_0000067811,None,0.099,0.174,0.01,0.145,0.0,0
FRD_00000962,CUST_00000003,TXN_0000000279,None,0.182,0.217,0.004,0.365,0.071,0
FRD_00000963,CUST_00000299,TXN_0000028327,None,0.248,0.38,0.014,0.449,0.001,0
FRD_00000964,CUST_00000328,TXN_0000031044,None,0.083,0.087,0.08,0.146,0.002,0
FRD_00000965,CUST_00000845,TXN_0000080041,None,0.224,0.142,0.024,0.284,0.491,0
FRD_00000966,CUST_00000048,TXN_0000004511,None,0.161,0.221,0.066,0.186,0.121,0
FRD_00000967,CUST_00000441,TXN_0000041803,None,0.107,0.137,0.018,0.222,0.001,0
FRD_00000968,CUST_00000722,TXN_0000068363,None,0.166,0.329,0.251,0.003,0.0,0
FRD_00000969,CUST_00000037,TXN_0000003432,None,0.111,0.098,0.244,0.097,0.016,0
FRD_00000970,CUST_00000553,TXN_0000052340,None,0.127,0.303,0.076,0.021,0.0,0
FRD_00000971,CUST_00000597,TXN_0000056577,None,0.167,0.199,0.257,0.184,0.0,0
FRD_00000972,CUST_00000495,TXN_0000046839,None,0.093,0.159,0.006,0.019,0.157,0
FRD_00000973,CUST_00000321,TXN_0000030363,None,0.061,0.129,0.013,0.044,0.009,0
FRD_00000974,CUST_00000762,TXN_0000072151,None,0.282,0.117,0.105,0.88,0.0,0
FRD_00000975,CUST_00000925,TXN_0000087576,None,0.24,0.173,0.007,0.665,0.058,0
FRD_00000976,CUST_00000766,TXN_0000072529,None,0.116,0.284,0.069,0.012,0.0,0
FRD_00000977,CUST_00000336,TXN_0000031809,None,0.12,0.236,0.174,0.009,0.001,0
FRD_00000978,CUST_00000349,TXN_0000033016,None,0.119,0.174,0.05,0.19,0.003,0
FRD_00000979,CUST_00000831,TXN_0000078717,None,0.158,0.205,0.001,0.268,0.094,0
FRD_00000980,CUST_00000478,TXN_0000045248,None,0.113,0.218,0.014,0.007,0.159,0
FRD_00000981,CUST_00000823,TXN_0000077931,None,0.105,0.141,0.181,0.076,0.001,0
FRD_00000982,CUST_00000066,TXN_0000006235,None,0.112,0.297,0.0,0.026,0.008,0
FRD_00000983,CUST_00000440,TXN_0000041655,None,0.171,0.304,0.036,0.205,0.033,0
FRD_00000984,CUST_00000885,TXN_0000083839,None,0.11,0.105,0.157,0.169,0.0,0
FRD_00000985,CUST_00000644,TXN_0000060972,None,0.213,0.233,0.153,0.405,0.0,0
FRD_00000986,CUST_00000371,TXN_0000035153,None,0.043,0.106,0.002,0.01,0.016,0
FRD_00000987,CUST_00000484,TXN_0000045812,None,0.179,0.251,0.179,0.217,0.004,0
FRD_00000988,CUST_00000263,TXN_0000024868,None,0.127,0.233,0.01,0.024,0.187,0
FRD_00000989,CUST_00000032,TXN_0000002947,None,0.164,0.123,0.13,0.143,0.298,0
FRD_00000990,CUST_00000245,TXN_0000023176,None,0.152,0.31,0.057,0.127,0.001,0
FRD_00000991,CUST_00000696,TXN_0000065981,None,0.116,0.299,0.012,0.034,0.0,0
FRD_00000992,CUST_00000286,TXN_0000027050,None,0.16,0.281,0.185,0.085,0.016,0
FRD_00000993,CUST_00000508,TXN_0000048150,None,0.114,0.095,0.062,0.232,0.051,0
FRD_00000994,CUST_00000263,TXN_0000024910,None,0.186,0.294,0.042,0.299,0.0,0
FRD_00000995,CUST_00000893,TXN_0000084580,None,0.106,0.191,0.036,0.128,0.0,0
FRD_00000996,CUST_00000770,TXN_0000072907,None,0.098,0.067,0.001,0.282,0.019,0
FRD_00000997,CUST_00000007,TXN_0000000633,None,0.172,0.249,0.002,0.239,0.125,0
FRD_00000998,CUST_00000624,TXN_0000059086,None,0.209,0.25,0.0,0.488,0.0,0
FRD_00000999,CUST_00000918,TXN_0000087001,None,0.117,0.326,0.014,0.001,0.0,0
FRD_00001000,CUST_00000124,TXN_0000011762,None,0.202,0.379,0.279,0.046,0.01,0
FRD_00001001,CUST_00001000,TXN_0000094700,None,0.154,0.133,0.022,0.413,0.0,0
FRD_00001002,CUST_00000123,TXN_0000011653,None,0.151,0.217,0.173,0.161,0.001,0
FRD_00001003,CUST_00000703,TXN_0000066606,None,0.192,0.287,0.178,0.151,0.091,0
FRD_00001004,CUST_00000637,TXN_0000060308,None,0.067,0.072,0.205,0.001,0.001,0
FRD_00001005,CUST_00000912,TXN_0000086427,None,0.093,0.073,0.011,0.262,0.0,0
FRD_00001006,CUST_00000032,TXN_0000002955,None,0.223,0.38,0.038,0.05,0.349,0
FRD_00001007,CUST_00000604,TXN_0000057189,None,0.115,0.168,0.025,0.192,0.017,0
FRD_00001008,CUST_00000034,TXN_0000003201,None,0.211,0.295,0.259,0.215,0.011,0
FRD_00001009,CUST_00000080,TXN_0000007520,None,0.235,0.358,0.222,0.185,0.095,0
FRD_00001010,CUST_00000141,TXN_0000013344,None,0.17,0.335,0.135,0.081,0.028,0
FRD_00001011,CUST_00000790,TXN_0000074829,None,0.124,0.203,0.0,0.203,0.009,0
FRD_00001012,CUST_00000956,TXN_0000090547,None,0.117,0.251,0.077,0.055,0.0,0
FRD_00001013,CUST_00000850,TXN_0000080554,None,0.092,0.186,0.0,0.103,0.008,0
FRD_00001014,CUST_00000957,TXN_0000090664,None,0.212,0.154,0.281,0.402,0.007,0
FRD_00001015,CUST_00000994,TXN_0000094120,None,0.216,0.303,0.369,0.071,0.091,0
FRD_00001016,CUST_00000899,TXN_0000085188,None,0.098,0.105,0.001,0.136,0.137,0
FRD_00001017,CUST_00000483,TXN_0000045788,None,0.14,0.331,0.015,0.074,0.015,0
FRD_00001018,CUST_00000078,TXN_0000007384,None,0.238,0.277,0.323,0.304,0.001,0
FRD_00001019,CUST_00000501,TXN_0000047466,None,0.164,0.305,0.172,0.089,0.004,0
FRD_00001020,CUST_00000050,TXN_0000004732,None,0.152,0.098,0.461,0.084,0.022,0
FRD_00001021,CUST_00000835,TXN_0000079068,None,0.091,0.163,0.026,0.024,0.116,0
FRD_00001022,CUST_00000318,TXN_0000030063,None,0.366,0.175,0.384,0.786,0.159,0
FRD_00001023,CUST_00000767,TXN_0000072655,None,0.163,0.195,0.105,0.293,0.001,0
FRD_00001024,CUST_00000853,TXN_0000080787,None,0.147,0.25,0.159,0.109,0.002,0
FRD_00001025,CUST_00000048,TXN_0000004493,None,0.219,0.322,0.076,0.32,0.058,0
FRD_00001026,CUST_00000467,TXN_0000044207,None,0.201,0.271,0.212,0.244,0.012,0
FRD_00001027,CUST_00000958,TXN_0000090735,None,0.153,0.338,0.014,0.105,0.028,0
FRD_00001028,CUST_00000584,TXN_0000055273,None,0.184,0.249,0.184,0.161,0.097,0
FRD_00001029,CUST_00000093,TXN_0000008814,None,0.135,0.275,0.008,0.14,0.01,0
FRD_00001030,CUST_00000992,TXN_0000093981,None,0.128,0.261,0.002,0.008,0.17,0
FRD_00001031,CUST_00000613,TXN_0000058040,None,0.13,0.199,0.1,0.159,0.001,0
FRD_00001032,CUST_00000463,TXN_0000043902,None,0.038,0.099,0.007,0.001,0.011,0
FRD_00001033,CUST_00000197,TXN_0000018634,None,0.143,0.083,0.103,0.368,0.006,0
FRD_00001034,CUST_00000149,TXN_0000014147,None,0.236,0.358,0.096,0.366,0.0,0
FRD_00001035,CUST_00000250,TXN_0000023691,None,0.172,0.272,0.284,0.077,0.003,0
FRD_00001036,CUST_00000529,TXN_0000050079,None,0.12,0.225,0.037,0.137,0.0,0
FRD_00001037,CUST_00000722,TXN_0000068392,None,0.217,0.2,0.128,0.469,0.021,0
FRD_00001038,CUST_00000114,TXN_0000010816,None,0.113,0.17,0.03,0.19,0.001,0
FRD_00001039,CUST_00000394,TXN_0000037292,Identity Theft / Synthetic ID,0.467,0.995,0.348,0.193,0.004,1
FRD_00001040,CUST_00000295,TXN_0000027887,None,0.06,0.172,0.0,0.001,0.0,0
FRD_00001041,CUST_00000050,TXN_0000004671,None,0.15,0.282,0.048,0.078,0.11,0
FRD_00001042,CUST_00000088,TXN_0000008257,None,0.296,0.152,0.213,0.773,0.033,0
FRD_00001043,CUST_00000938,TXN_0000088799,None,0.146,0.252,0.032,0.168,0.047,0
FRD_00001044,CUST_00000949,TXN_0000089869,None,0.121,0.103,0.009,0.219,0.14,0
FRD_00001045,CUST_00000179,TXN_0000017002,None,0.151,0.237,0.047,0.023,0.265,0
FRD_00001046,CUST_00000451,TXN_0000042655,None,0.021,0.038,0.0,0.03,0.0,0
FRD_00001047,CUST_00000883,TXN_0000083620,None,0.188,0.278,0.146,0.228,0.02,0
FRD_00001048,CUST_00000927,TXN_0000087829,None,0.069,0.106,0.004,0.078,0.057,0
FRD_00001049,CUST_00000090,TXN_0000008519,None,0.063,0.092,0.004,0.12,0.0,0
FRD_00001050,CUST_00000327,TXN_0000031023,None,0.202,0.349,0.173,0.177,0.006,0
FRD_00001051,CUST_00000283,TXN_0000026767,None,0.143,0.324,0.009,0.079,0.038,0
FRD_00001052,CUST_00000474,TXN_0000044952,None,0.196,0.316,0.127,0.242,0.0,0
FRD_00001053,CUST_00000385,TXN_0000036458,None,0.121,0.242,0.006,0.142,0.0,0
FRD_00001054,CUST_00000502,TXN_0000047570,None,0.194,0.239,0.008,0.319,0.146,0
FRD_00001055,CUST_00000554,TXN_0000052494,None,0.106,0.182,0.054,0.123,0.006,0
FRD_00001056,CUST_00000384,TXN_0000036365,None,0.092,0.111,0.018,0.159,0.048,0
FRD_00001057,CUST_00000312,TXN_0000029586,None,0.123,0.037,0.002,0.27,0.21,0
FRD_00001058,CUST_00000794,TXN_0000075262,None,0.145,0.312,0.001,0.142,0.0,0
FRD_00001059,CUST_00000274,TXN_0000025953,None,0.147,0.224,0.056,0.225,0.008,0
FRD_00001060,CUST_00000602,TXN_0000056991,None,0.143,0.13,0.006,0.386,0.0,0
FRD_00001061,CUST_00000876,TXN_0000082939,None,0.125,0.228,0.007,0.175,0.0,0
FRD_00001062,CUST_00000591,TXN_0000055941,None,0.265,0.234,0.184,0.583,0.002,0
